Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
3782,LD40063p,twit,5.5649,5.0609,5.1525,4.9632,5.1249,5.2134,5.1534,5.4948,0.5316000000000001,0,0,0.07926829268292683,0.009259259259259259,0.07000903342366757,0.005263157894736842
FBgn0259227,IP14232p,;CG14714;CG18479,6.7048,6.3672,6.4448,6.2961,6.6822,6.7571,6.7473,6.8248,0.5286999999999997,0,0,0.07926829268292683,0.009259259259259259,0.07000903342366757,0.005263157894736842
3068,"Pummelig, isoform A;AT25873p",puml,6.1813,5.8831,5.7665,5.7791,5.7051,5.7854,6.0862,6.307,0.5279000000000007,0,0,0.07926829268292683,0.009259259259259259,0.07000903342366757,0.005263157894736842
FBgn0038659,Endophilin-A;Endophilin-A,EndoA,7.0608,6.7236,6.7647,6.4239,6.8412,6.8971,6.8711,6.9493,0.5254000000000003,0,0,0.07926829268292683,0.009259259259259259,0.07000903342366757,0.005263157894736842
FBgn0037993,"RT01632p (Fragment);LP06602p;Defective proboscis extension response 15, isoform A",dpr15;dpr15-RA,6.5589,5.9485,5.9817,5.4523,6.1643,6.1597,6.09,5.9771,0.5247999999999999,0,1,0.08130081300813008,0.009259259259259259,0.07204155374887082,0.005263157894736842
FBgn0022702,"Chitinase 2, isoform B;Probable chitinase 2",Cht2,6.4373,6.2482,6.041,5.9707,6.3821,6.4268,6.4939,6.4949,0.5242000000000004,0,1,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
FBgn0086690,"Pericentrin-like protein, isoform P;Pericentrin-like protein, isoform D;Pericentrin-like protein, isoform G;Pericentrin-like protein, isoform M;Pericentrin-like protein, isoform H;Pericentrin-like protein, isoform N;Pericentrin-like protein, isoform K;Pericentrin-like protein, isoform J;Pericentrin-like protein, isoform O;Pericentrin-like protein, isoform L;Pericentrin-like protein, isoform F;309 kDa centrosomal protein",Plp,7.5161,6.792,6.9003,6.7155,6.7133,6.7399,7.1917,7.2375,0.5220000000000002,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
3230,Uncharacterized protein,Dmel\CG15115,6.2135,5.8117,5.7734,5.8869,5.1219,5.5677,5.9279,6.4076,0.5207000000000006,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
3739,Ribonucloprotein;NHP2-like protein 1 homolog,hoip,5.5764,5.3889,5.3876,5.2071,4.8114,5.0097,5.4339,5.7266,0.5195000000000007,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
FBgn0032688,"RE28759p;FI24106p1;Uncharacterized protein, isoform C;Uncharacterized protein, isoform B",CG15160;Dmel\CG15160,6.0402,5.7576,5.9249,5.7153,5.9609,6.0268,5.8319,6.2329,0.5175999999999998,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
3443,SD25906p;Metallophos domain-containing protein,CG16717;Dmel\CG16717,5.8303,5.5249,5.5868,5.5279,5.5096,5.4811,5.8695,6.0454,0.5175000000000001,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
3179,Dipeptidase,Dmel\CG6154,6.1053,5.7854,5.6022,5.7164,5.763,5.7432,6.072,6.2337,0.5172999999999996,0,0,0.08333333333333333,0.009259259259259259,0.07407407407407407,0.005263157894736842
FBgn0028863,"Uncharacterized protein, isoform H",HDC02718;stol,8.411,8.0734,7.8414,7.9361,8.44,8.5317,8.349,8.4521,0.516,0,1,0.08536585365853659,0.009259259259259259,0.07610659439927733,0.005263157894736842
3446,"Kinesin associated protein 3, isoform H;Kinesin associated protein 3, isoform M;Kinesin associated protein 3, isoform F;Kinesin associated protein 3, isoform N;Kinesin associated protein 3, isoform G",Kap3,5.8978,5.5038,5.5464,5.6021,5.3961,5.3912,5.8912,6.118,0.5159000000000002,0,0,0.08536585365853659,0.009259259259259259,0.07610659439927733,0.005263157894736842
FBgn0260745,"MIP15217p;RH69422p;AT15809p (Fragment);AT25649p;Midline fasciclin;FI19380p1;Midline fasciclin, isoform F;Midline fasciclin, isoform E;Midline fasciclin, isoform H;GH11519p;Midline fasciclin, isoform C",mfas;mfas-RG;mfas-RJ;mfas-RK;mfas-RO,7.4859,6.9887,7.1498,6.979,7.3066,7.3698,7.491,7.4945,0.5155000000000003,0,1,0.08739837398373984,0.009259259259259259,0.07813911472448058,0.005263157894736842
3533,"Bonus, isoform C;Bonus, isoform D;Bonus, isoform F;Bonus, isoform E;Bonus, isoform B;Bonus;Bonus, isoform A",bon,6.0447,5.4222,5.423,5.4012,5.4128,5.4405,5.6934,5.9149,0.5137,0,0,0.08739837398373984,0.009259259259259259,0.07813911472448058,0.005263157894736842
FBgn0011288,Synaptosomal-associated protein 25,Snap25,8.2879,7.8896,7.7793,7.7102,8.4314,8.3836,8.061,8.223,0.5128000000000004,1,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
2876,"Quemao, isoform C;Geranylgeranyl pyrophosphate synthase;Geranylgeranyl pyrophosphate synthase;Quemao, isoform A",qm,6.1934,5.9586,5.9001,5.8493,5.8352,5.9345,6.2421,6.359,0.5096999999999996,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
2398,FI20162p1;RE18096p1;Protein suppressor of variegation 3-7;RE27718p,Su(var)3-7;Su(var)3-7-RA,6.529,6.205,6.2328,6.1642,6.1603,6.2169,6.1536,6.6713,0.5070999999999994,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
3829,"Uncharacterized protein, isoform B;AT28382p",Dmel\CG16854,5.1121,4.972,5.1481,4.8162,4.8787,4.8282,5.1209,5.3224,0.5061999999999998,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
3834,AT17348p;Adipose protein;SD07783p,adp,5.2164,4.9965,5.1097,4.914,4.6062,4.5304,5.0285,5.4171,0.5030999999999999,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
3827,Trafficking protein particle complex subunit 11;Trafficking protein particle complex subunit 11 (Fragment);Trafficking protein particle complex subunit 11;Trafficking protein particle complex subunit 11,gry;gry-RB,5.6617,5.0127,4.962,4.9111,4.6221,4.6601,4.9935,5.414,0.5028999999999995,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
3851,"Protein MTO1 homolog, mitochondrial",Dmel\CG4610,5.5962,5.1334,4.7406,4.627,4.402,4.3685,4.9514,5.1293,0.5023,0,0,0.08739837398373984,0.010802469135802469,0.07659590484793738,0.0061403508771929825
FBgn0035539,LD16414p,slow,6.3507,6.0454,5.8758,5.9453,6.1308,6.1559,6.437,6.4463,0.5010000000000003,0,1,0.08943089430894309,0.010802469135802469,0.07862842517314061,0.0061403508771929825
FBgn0034072,Alpha-dystroglycan;Alpha-dystroglycan,Dg,7.3928,6.9766,6.5225,6.85,7.2957,7.3387,7.1526,7.3501,0.5001000000000007,0,1,0.09146341463414634,0.010802469135802469,0.08066094549834388,0.0061403508771929825
FBgn0014007,"Tyrosine-protein phosphatase 69D;Tyrosine-protein phosphatase 69D, Isoform B",Ptp69D;Ptp69D-RB,6.972,7.0415,6.7967,6.6459,7.2855,7.3203,7.0823,7.1457,0.4997999999999996,0,1,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
FBgn0034605,UDP-glucuronosyltransferase;UDP-glucuronosyltransferase;UDP-glucuronosyltransferase,CG15661;Ugt49C1,5.8957,5.5444,5.6145,5.3077,5.0998,5.24,5.7094,5.8071,0.4994000000000005,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
3767,GH04973p,Dmel\CG10194,5.61,5.126,5.216,5.0483,5.1053,5.113,5.2279,5.5477,0.4993999999999996,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
405,FI01414p,Mtr3,7.7296,7.4691,7.4414,7.4266,7.5962,7.5958,7.6588,7.9201,0.49350000000000005,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
3269,RE55542p,yellow-e,5.9349,5.5607,5.8388,5.618,5.6587,5.6529,6.0867,6.1099,0.49189999999999934,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
2881,"Capricious, isoform E;Capricious, isoform D;Capricious, isoform A",caps,6.1903,5.9044,5.7567,5.8388,5.9849,6.0647,6.1883,6.3303,0.49150000000000027,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
2811,"Uncharacterized protein, isoform A;CG18067 protein (Fragment);CG18067 protein (Fragment);CG18067 protein (Fragment);FI07351p (Fragment);RH52661p (Fragment)",Bbd;CG18067;CG18067-RA,6.4381,5.94,5.9551,5.8268,5.914,5.9548,6.2682,6.3172,0.4903999999999993,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
3484,GH23453p,CG8054,5.6749,5.8495,5.6583,5.5035,5.2388,5.2727,5.8973,5.9936,0.4901,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
3770,Epidermal growth factor receptor;Isoform Type II of Epidermal growth factor receptor;Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Epidermal growth factor receptor (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Epidermal growth factor receptor (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Epidermal growth factor receptor (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase,Egfr;Egfr-RB,5.4328,5.2891,4.3012,5.2635,5.0699,5.0156,5.856,5.7535,0.4900000000000002,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
FBgn0035601,GEO06356p1,Uev1A,6.6569,6.2932,6.3374,6.2377,6.0901,6.1505,6.3298,6.7274,0.4897,0,0,0.09349593495934959,0.010802469135802469,0.08269346582354711,0.0061403508771929825
FBgn0040324,Ephrin,Ephrin,6.7172,6.6819,5.8759,6.5199,5.6566,6.7541,6.9266,7.0086,0.4887000000000006,0,1,0.09552845528455285,0.010802469135802469,0.08472598614875038,0.0061403508771929825
2207,"Regeneration, isoform B;BcDNA.GH11973",rgn,6.7077,6.3193,6.171,6.1211,6.3423,6.3366,6.4182,6.6085,0.48740000000000006,0,0,0.09552845528455285,0.010802469135802469,0.08472598614875038,0.0061403508771929825
3542,"MIP21378p;Ciboulot, isoform A;Ciboulot, isoform C",cib,6.1162,5.6513,5.4819,5.5248,5.2012,5.3207,5.3838,6.0111,0.48629999999999995,0,0,0.09552845528455285,0.010802469135802469,0.08472598614875038,0.0061403508771929825
FBgn0027865,Tetraspanin;Tetraspanin,Tsp96F,7.073,6.8663,6.7503,6.7862,7.3034,7.4273,7.1072,7.2712,0.4850000000000003,0,1,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
3613,"Dopamine D2-like receptor, Isoform B;Dopamine D2-like receptor, Isoform G",Dop2R,5.6766,5.503,5.5571,5.2636,5.5666,5.5792,5.2889,5.7486,0.48499999999999943,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
766,Osiris 21,Osi21,7.6372,7.0463,7.3297,7.1856,6.732,6.7696,7.3815,7.6701,0.4844999999999997,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
FBgn0036515,"RE70278p (Fragment);LP12114p (Fragment);AaRS-interacting multifunctional protein 2, isoform B;Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2",;AIMP2;CG12304-RA,6.1754,6.1677,6.2545,5.88,6.0341,6.0556,6.0723,6.3642,0.4842000000000004,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
3776,DNA polymerase iota,DNApol-iota,5.2501,5.0911,5.1494,5.2143,5.097,5.0747,5.3048,5.6983,0.484,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
FBgn0000084,"Annexin B10;Annexin B10, Isoform A",AnnX-RA;AnxB10,6.5609,6.2248,6.352,6.1603,6.2696,6.2371,6.4306,6.644,0.4836999999999998,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
3561,"Misexpression suppressor of ras 4, isoform C;Misexpression suppressor of ras 4, isoform D;Misexpression suppressor of ras 4, isoform A",MESR4;MESR4-RB,5.7141,5.3793,5.5913,5.4336,5.4219,5.3996,5.7354,5.9172,0.48360000000000003,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
FBgn0031285,Integral membrane protein 2,CG3662;Dmel\CG3662,6.5075,6.1106,5.8684,5.9038,6.3534,6.3988,6.1777,6.3868,0.48299999999999965,0,0,0.0975609756097561,0.010802469135802469,0.08675850647395364,0.0061403508771929825
FBgn0034723,FI23916p1,13506;CG13506,8.0993,7.5453,7.4288,7.2279,7.7129,7.7674,7.6151,7.709,0.48109999999999964,0,1,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
3815,Ccp84Ab;Ccp84Ad;RH13984p;Ccp84Aa,Ccp84Aa;Ccp84Ab;Ccp84Ad,4.9031,4.9598,5.2048,5.0262,5.0629,4.9308,5.066,5.5058,0.4795999999999996,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
FBgn0031021,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",ND-18,6.3644,6.0824,6.0271,5.9633,6.2076,6.1663,6.241,6.4386,0.47529999999999983,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
FBgn0015663,HL01463p;UDP glycosyltransferase Dorothy;IP04436p,Ugt36A1,5.9491,5.6867,5.4437,5.2818,5.5454,5.5274,5.5268,5.7542,0.4724000000000004,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
FBgn0038143,"Uncharacterized protein, isoform G;Uncharacterized protein, isoform A",Dmel\CG9813,6.6995,6.6646,5.57,6.1995,6.8171,6.9431,6.6958,6.6714,0.47190000000000065,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
3363,"Uncharacterized protein, isoform F;Uncharacterized protein, isoform A",CG11105;CG42683,5.9678,5.6585,5.6159,5.5375,5.6013,5.6142,5.8873,6.0093,0.4718,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
3535,Short stop/Kakapo long isoform,shot,5.8659,5.5102,5.5015,5.4989,5.3141,5.2504,5.8097,5.9701,0.4712000000000005,0,0,0.09959349593495935,0.010802469135802469,0.08879102679915687,0.0061403508771929825
FBgn0028523,RT10185p (Fragment);GH08155p,CG5888-RA;CT18477,7.0689,6.6251,6.5162,6.5157,7.1459,7.1554,6.9223,6.9836,0.4679000000000002,0,1,0.1016260162601626,0.010802469135802469,0.09082354712436014,0.0061403508771929825
FBgn0016061,"Sidestep, isoform D;Sidestep, isoform C;Sidestep, isoform B;RT09994p (Fragment);Sidestep;Sidestep, isoform A",side;side-RB,6.9178,6.5225,6.4419,6.3896,6.7067,6.7719,6.6692,6.8573,0.46770000000000067,0,1,0.10365853658536585,0.010802469135802469,0.09285606744956337,0.0061403508771929825
3356,"Mitochondrial transcription factor A, isoform B;LD40493p",TFAM,6.2631,5.6295,5.7175,5.5331,5.485,5.5553,5.7337,6.0006,0.46750000000000025,0,0,0.10365853658536585,0.010802469135802469,0.09285606744956337,0.0061403508771929825
FBgn0015777,"Nervana 2, isoform F;IP16413p;Sodium/potassium-transporting ATPase subunit beta-2;Isoform 2.1 of Sodium/potassium-transporting ATPase subunit beta-2",nrv2,8.5194,8.1842,8.1677,8.1484,8.5265,8.5781,8.4056,8.6157,0.4672999999999998,0,1,0.10569105691056911,0.010802469135802469,0.09488858777476664,0.0061403508771929825
3392,Cuticular protein 64Ad,Cpr64Ad,5.8346,5.5206,5.9838,5.5228,5.4669,5.4202,5.9531,5.9873,0.46450000000000014,0,0,0.10569105691056911,0.010802469135802469,0.09488858777476664,0.0061403508771929825
FBgn0039531,IP11341p,Dmel\CG5611,5.9267,5.5897,5.6029,5.5455,5.564,5.5657,5.8301,6.0096,0.4641000000000002,0,0,0.10569105691056911,0.010802469135802469,0.09488858777476664,0.0061403508771929825
FBgn0260995,Defective proboscis extension response 21,;dpr21;dpr6,7.4305,6.9563,6.9837,6.9487,7.2418,7.306,7.2321,7.4117,0.4630000000000001,0,1,0.10772357723577236,0.010802469135802469,0.0969211080999699,0.0061403508771929825
FBgn0031289,Galectin,Dmel\CG13950,6.0318,5.9115,5.9932,5.7318,5.6816,5.7923,5.9851,6.1926,0.4607999999999999,0,1,0.10975609756097561,0.010802469135802469,0.09895362842517313,0.0061403508771929825
3316,Probable lysine-specific histone demethylase 1;Probable lysine-specific histone demethylase 1;Possible lysine-specific histone demethylase 1,Su(var)3-3,6.0049,5.649,5.7173,5.6377,5.5632,5.5222,5.9849,6.0981,0.4603999999999999,0,0,0.10975609756097561,0.010802469135802469,0.09895362842517313,0.0061403508771929825
3673,GH01279p,Dmel\CG7509,5.8702,5.2996,5.2945,5.1711,5.2466,5.2534,5.7027,5.6313,0.4602000000000004,0,0,0.10975609756097561,0.010802469135802469,0.09895362842517313,0.0061403508771929825
FBgn0013343,"Syntaxin 1A, isoform B;Syntaxin 1A, isoform C;Syntaxin-1A",syx1A;Syx1A,9.5883,9.2998,8.9631,9.1282,9.1259,9.1457,9.2041,9.5881,0.4599000000000011,0,1,0.11178861788617886,0.010802469135802469,0.1009861487503764,0.0061403508771929825
3605,Endonuclease,EndoG,5.8752,5.3907,5.5639,5.375,5.2706,5.2951,5.628,5.8349,0.4599000000000002,0,0,0.11178861788617886,0.010802469135802469,0.1009861487503764,0.0061403508771929825
FBgn0039054,"Carrier of wingless, isoform E;Proteoglycan Cow",Cow,6.8015,6.2005,6.07,6.0484,6.3556,6.3709,6.3148,6.5081,0.4596999999999998,0,1,0.11382113821138211,0.010802469135802469,0.10301866907557963,0.0061403508771929825
1102,Dehydrogenase/reductase SDR family protein 7-like,CG7601,7.4642,6.8297,7.08,6.9188,6.4455,6.492,7.268,7.3776,0.4588000000000001,0,0,0.11382113821138211,0.010802469135802469,0.10301866907557963,0.0061403508771929825
3796,DNA-directed RNA polymerase III subunit RPC2,RpIII128,5.4109,5.1262,5.0959,5.1448,4.7974,4.8341,5.3388,5.6027,0.45789999999999953,0,0,0.11382113821138211,0.010802469135802469,0.10301866907557963,0.0061403508771929825
FBgn0003062,GM13963p;rRNA 2'-O-methyltransferase fibrillarin,Fib;Fib-RA,7.7961,7.5154,7.4269,7.4455,7.5105,7.5923,7.6515,7.9024,0.4569000000000001,0,0,0.11382113821138211,0.010802469135802469,0.10301866907557963,0.0061403508771929825
FBgn0025878,GH03113p;Wrapper protein,wrapper,7.4846,6.9817,6.8531,6.8418,7.1637,7.1917,7.2508,7.298,0.45619999999999994,0,1,0.11585365853658537,0.010802469135802469,0.1050511894007829,0.0061403508771929825
3413,EG:BACR7A4.15 protein;RE02292p,Dmel\CG3703;EG:BACR7A4.15,6.0355,5.5515,5.6175,5.5665,5.5037,5.5446,5.7483,6.0223,0.45580000000000087,0,0,0.11585365853658537,0.010802469135802469,0.1050511894007829,0.0061403508771929825
3311,Supercoiling factor variant A;IP16409p,scf,6.3512,5.698,5.7819,5.4155,5.7196,5.6874,5.6701,5.8706,0.45509999999999984,0,0,0.11585365853658537,0.010802469135802469,0.1050511894007829,0.0061403508771929825
FBgn0032946,FI04632p,nrv3,7.762,7.6712,7.5588,7.5313,7.9134,7.9323,7.7677,7.9854,0.4541000000000004,0,1,0.11788617886178862,0.010802469135802469,0.10708370972598616,0.0061403508771929825
FBgn0027843,"Carbonic anhydrase 2, isoform A",CAH2,6.8999,6.3846,6.6662,6.4434,7.3411,7.2362,6.8474,6.8971,0.45370000000000044,0,1,0.11991869918699187,0.010802469135802469,0.1091162300511894,0.0061403508771929825
FBgn0004514,"Octopamine-Tyramine receptor, isoform B;Tyramine/octopamine receptor",Oct-TyrR,6.5991,6.3584,6.3021,6.2162,6.1919,6.1858,6.199,6.6688,0.45260000000000034,0,1,0.12195121951219512,0.010802469135802469,0.11114875037639266,0.0061403508771929825
FBgn0265623,"Suppressor of zeste 2, isoform C;Suppressor 2 of zeste h29;Suppressor 2 of zeste s15;Suppressor 2 of zeste s20;Suppressor 2 of zeste s21;Suppressor 2 of zeste s36;Suppressor 2 of zeste sM;Suppressor 2 of zeste D-e26;Protein suppressor 2 of zeste",;Su(z)2;Su(z)2-1;Su(z)2-1b7;Su(z)2-s15;Su(z)2-s20;Su(z)2-s21;Su(z)2-s36;Su(z)2-sM;Su(z)2D-e26;Su(z)2D-eos;Su(z)3-1,6.3431,6.2963,5.6101,6.2049,6.3082,6.3334,6.4503,6.6575,0.45259999999999945,1,0,0.12195121951219512,0.012345679012345678,0.10960554049984944,0.007017543859649123
FBgn0040376,"AT19803p;Arylalkylamine N-acetyltransferase-like 7, isoform A",AANATL7,6.3268,5.8602,5.915,5.7286,5.76,5.7408,6.1604,6.1812,0.45259999999999945,0,0,0.12195121951219512,0.012345679012345678,0.10960554049984944,0.007017543859649123
FBgn0032479,LD10349p,CG16974;CG16974-RA;CT35580,6.1411,5.7805,5.8307,5.7215,6.0476,6.0349,6.1348,6.1734,0.4519000000000002,0,1,0.12398373983739837,0.012345679012345678,0.11163806082505269,0.007017543859649123
3730,EG:39E1.2 protein,EG:39E1.2,5.5637,5.1659,5.4099,5.1643,5.1717,5.2414,5.3118,5.6159,0.4516,0,0,0.12398373983739837,0.012345679012345678,0.11163806082505269,0.007017543859649123
FBgn0033728,Cuticular protein 49Ae,Cpr49Ae,6.6257,6.0471,5.8269,6.1277,5.8887,5.7439,6.4452,6.5787,0.4510000000000005,0,1,0.12601626016260162,0.012345679012345678,0.11367058115025594,0.007017543859649123
FBgn0034588,RH02475p,Dmel\CG9394,7.9887,7.8914,7.6324,7.7788,8.3415,8.3943,8.1185,8.2294,0.45059999999999967,0,1,0.12804878048780488,0.012345679012345678,0.1157031014754592,0.007017543859649123
FBgn0051676,Protein quiver,Dmel\CG31676,7.0895,6.6798,6.5262,6.3796,6.9244,6.8794,6.7685,6.8295,0.4499000000000004,0,1,0.13008130081300814,0.012345679012345678,0.11773562180066247,0.007017543859649123
FBgn0025876,Retrovirus-related Gag polyprotein from transposon opus,gag,6.0049,5.9539,5.0471,5.3494,5.7803,5.2106,6.422,5.799,0.4496000000000002,0,0,0.13008130081300814,0.012345679012345678,0.11773562180066247,0.007017543859649123
FBgn0086129,"Something that sticks like glue, isoform A",snama,6.5155,6.0098,6.1633,6.1444,5.8648,5.8546,6.3795,6.5922,0.4478,0,0,0.13008130081300814,0.012345679012345678,0.11773562180066247,0.007017543859649123
FBgn0264975,"Neuroglian, isoform E;Neuroglian, isoform D;Neuroglian, isoform G;Neuroglian;Neuroglian, Isoform A",Nrg;Nrg-RC,8.6289,8.2079,7.936,7.9227,8.5005,8.5315,8.3173,8.3704,0.4477000000000002,0,1,0.13211382113821138,0.012345679012345678,0.1197681421258657,0.007017543859649123
