Orthogroup,tmp
OG0002375,NP_001263104
OG0002376,NP_001097979
OG0002377,NP_651781
OG0002378,NP_651780
OG0002379,NP_651779
OG0002380,NP_651778
OG0002381,NP_651777
OG0002382,NP_651776
OG0002383,NP_524586
OG0002384,NP_001036775
OG0002385,NP_001334706
OG0002386,NP_651773
OG0002387,NP_651772
OG0002388,NP_788764
OG0002389,NP_733347
OG0002390,NP_733345
OG0002391,NP_001287599
OG0002392,NP_651770
OG0002393,NP_524583
OG0002394,NP_651767
OG0002395,NP_651766
OG0002396,NP_733339
OG0002397,NP_524581
OG0002398,NP_524580
OG0002399,NP_524579
OG0002400,NP_788762
OG0002401,NP_651765
OG0002402,NP_733336
OG0002403,NP_651762
OG0002404,NP_524557
OG0002405,NP_651761
OG0002406,NP_001097975
OG0002407,NP_733334
OG0002408,NP_001097976
OG0002409,NP_651758
OG0002410,NP_651757
OG0002411,NP_651756
OG0002412,NP_651755
OG0002413,NP_733332
OG0002414,NP_651754
OG0002415,NP_001263092
OG0002416,NP_651753
OG0002417,NP_651752
OG0002418,NP_001036774
OG0002419,NP_651751
OG0002420,NP_651750
OG0002421,NP_651749
OG0002422,NP_476768
OG0002423,NP_524552
OG0002424,NP_733329
OG0002425,NP_001263088
OG0002426,NP_651745
OG0002427,NP_001400985
OG0002428,NP_001036772
OG0002429,NP_733319
OG0002430,NP_651739
OG0002431,NP_001287595
OG0002432,NP_733314
OG0002433,NP_001138124
OG0002434,NP_651733
OG0002435,NP_651731
OG0002436,NP_733309
OG0002437,NP_476651
OG0002438,NP_651728
OG0002439,NP_651727
OG0002440,NP_651726
OG0002441,NP_651725
OG0002442,NP_001027577
OG0002443,NP_651724
OG0002444,NP_651722
OG0002445,NP_524550
OG0002446,NP_651721
OG0002447,NP_733303
OG0002448,NP_001263081
OG0002449,NP_651718
OG0002450,NP_651717
OG0002451,NP_651716
OG0002452,NP_652716
OG0002453,NP_651715
OG0002454,NP_477360
OG0002455,NP_001097973
OG0002456,NP_651714
OG0002457,NP_651712
OG0002458,NP_524549
OG0002459,NP_651711
OG0002460,NP_477088
OG0002461,NP_651710
OG0002462,NP_477381
OG0002463,NP_651708
OG0002464,NP_651707
OG0002465,NP_651706
OG0002466,NP_651703
OG0002467,NP_001263071
OG0002468,NP_651701
OG0002469,NP_651700
OG0002470,NP_651699
OG0002471,NP_477324
OG0002472,NP_651698
OG0002473,NP_996303
OG0002474,NP_733291
OG0002475,NP_651694
OG0002476,NP_788760
OG0002477,NP_001189310
OG0002478,NP_651692
OG0002479,NP_651691
OG0002480,NP_524547
OG0002481,NP_733282
OG0002482,NP_001097964
OG0002483,NP_651685
OG0002484,NP_651684
OG0002485,NP_652000
OG0002486,NP_651683
OG0002487,NP_651682
OG0002488,NP_652046
OG0002489,NP_651681
OG0002490,NP_001097963
OG0002491,NP_651679
OG0002492,NP_001263057
OG0002493,NP_477480
OG0002494,NP_477481
OG0002495,NP_651676
OG0002496,NP_651675
OG0002497,NP_651674
OG0002498,NP_651673
OG0002499,NP_651672
OG0002500,NP_651671
OG0002501,NP_001263054
OG0002502,NP_651669
OG0002503,NP_651668
OG0002504,NP_651667
OG0002505,NP_001263051
OG0002506,NP_651665
OG0002507,NP_651664
OG0002508,NP_651660
OG0002509,NP_651659
OG0002510,NP_651658
OG0002511,NP_651657
OG0002512,NP_651655
OG0002513,NP_651649
OG0002514,NP_651648
OG0002515,NP_001014681
OG0002516,NP_651643
OG0002517,NP_651641
OG0002518,NP_733258
OG0002519,NP_524730
OG0002520,NP_477152
OG0002521,NP_651637
OG0002522,NP_651636
OG0002523,NP_733256
OG0002524,NP_476900
OG0002525,NP_651632
OG0002526,NP_651630
OG0002527,NP_524544
OG0002528,NP_651624
OG0002529,NP_651623
OG0002530,NP_524543
OG0002531,NP_651622
OG0002532,NP_001263038
OG0002533,NP_651621
OG0002534,NP_001263037
OG0002535,NP_524541
OG0002536,NP_651619
OG0002537,NP_733246
OG0002538,NP_733244
OG0002539,NP_651607
OG0002540,NP_651605
OG0002541,NP_001163752
OG0002542,NP_651604
OG0002543,NP_651603
OG0002544,NP_651601
OG0002545,NP_651600
OG0002546,NP_001263031
OG0002547,NP_733239
OG0002548,NP_651597
OG0002549,NP_524538
OG0002550,NP_651596
OG0002551,NP_788749
OG0002552,NP_524537
OG0002553,NP_651593
OG0002554,NP_651592
OG0002555,NP_001287571
OG0002556,NP_524535
OG0002557,NP_001034073
OG0002558,NP_001334704
OG0002559,NP_001263028
OG0002560,NP_651581
OG0002561,NP_651580
OG0002562,NP_733226
OG0002563,NP_477509
OG0002564,NP_651579
OG0002565,NP_651578
OG0002566,NP_001263024
OG0002567,NP_476639
OG0002568,NP_733224
OG0002569,NP_524533
OG0002570,NP_651574
OG0002571,NP_001263014
OG0002572,NP_651572
OG0002573,NP_651571
OG0002574,NP_651570
OG0002575,NP_524999
OG0002576,NP_651568
OG0002577,NP_001263012
OG0002578,NP_651566
OG0002579,NP_651564
OG0002580,NP_001247334
OG0002581,NP_652261
OG0002582,NP_477159
OG0002583,NP_651556
OG0002584,NP_651555
OG0002585,NP_651554
OG0002586,NP_733210
OG0002587,NP_651552
OG0002588,NP_733209
OG0002589,NP_651551
OG0002590,NP_651550
OG0002591,NP_001097946
OG0002592,NP_476995
OG0002593,NP_476971
OG0002594,NP_651549
OG0002595,NP_651548
OG0002596,NP_652657
OG0002597,NP_733206
OG0002598,NP_001287560
OG0002599,NP_733205
OG0002600,NP_733202
OG0002601,NP_524527
OG0002602,NP_733200
OG0002603,NP_001097945
OG0002604,NP_001097944
OG0002605,NP_651544
OG0002606,NP_651543
OG0002607,NP_001163750
OG0002608,NP_001097943
OG0002609,NP_651541
OG0002610,NP_651540
OG0002611,NP_651539
OG0002612,NP_651538
OG0002613,NP_733196
OG0002614,NP_651536
OG0002615,NP_651535
OG0002616,NP_651534
OG0002617,NP_651533
OG0002618,NP_651532
OG0002619,NP_651530
OG0002620,NP_651529
OG0002621,NP_651528
OG0002622,NP_524526
OG0002623,NP_001263004
OG0002624,NP_733186
OG0002625,NP_733185
OG0002626,NP_651519
OG0002627,NP_733184
OG0002628,NP_001247324
OG0002629,NP_651517
OG0002630,NP_001163748
OG0002631,NP_001287551
OG0002632,NP_524524
OG0002633,NP_733175
OG0002634,NP_651514
OG0002635,NP_651513
OG0002636,NP_001263001
OG0002637,NP_524521
OG0002638,NP_651511
OG0002639,NP_524520
OG0002640,NP_651509
OG0002641,NP_524519
OG0002642,NP_651507
OG0002643,NP_001262996
OG0002644,NP_001262995
OG0002645,NP_651502
OG0002646,NP_651501
OG0002647,NP_651500
OG0002648,NP_652259
OG0002649,NP_651499
OG0002650,NP_651498
OG0002651,NP_651497
OG0002652,NP_477318
OG0002653,NP_651496
OG0002654,NP_733162
OG0002655,NP_651494
OG0002656,NP_651492
OG0002657,NP_651491
OG0002658,NP_733161
OG0002659,NP_651487
OG0002660,NP_651485
OG0002661,NP_001163746
OG0002662,NP_651482
OG0002663,NP_651481
OG0002664,NP_651480
OG0002665,NP_651479
OG0002666,NP_524517
OG0002667,NP_001262986
OG0002668,NP_524516
OG0002669,NP_001189297
OG0002670,NP_651476
OG0002671,NP_001097937
OG0002672,NP_001287542
OG0002673,NP_651472
OG0002674,NP_733146
OG0002675,NP_733140
OG0002676,NP_651470
OG0002677,NP_651468
OG0002678,NP_651467
OG0002679,NP_651466
OG0002680,NP_733138
OG0002681,NP_651464
OG0002682,NP_733137
OG0002683,NP_651462
OG0002684,NP_651461
OG0002685,NP_651459
OG0002686,NP_651458
OG0002687,NP_651457
OG0002688,NP_651455
OG0002689,NP_996299
OG0002690,NP_996298
OG0002691,NP_524513
OG0002692,NP_536753
OG0002693,NP_524512
OG0002694,NP_524511
OG0002695,NP_524510
OG0002696,NP_524509
OG0002697,NP_524508
OG0002698,NP_524507
OG0002699,NP_524506
OG0002700,NP_524505
OG0002701,NP_524504
OG0002702,NP_524503
OG0002703,NP_733132
OG0002704,NP_651453
OG0002705,NP_542440
OG0002706,NP_651451
OG0002707,NP_001368957
OG0002708,NP_651448
OG0002709,NP_733127
OG0002710,NP_651440
OG0002711,NP_651439
OG0002712,NP_001287536
OG0002713,NP_001163740
OG0002714,NP_001262976
OG0002715,NP_001356889
OG0002716,NP_651435
OG0002717,NP_652254
OG0002718,NP_651428
OG0002719,NP_001097934
OG0002720,NP_001097928
OG0002721,NP_651418
OG0002722,NP_651417
OG0002723,NP_001097922
OG0002724,NP_651415
OG0002725,NP_651414
OG0002726,NP_733115
OG0002727,NP_651411
OG0002728,NP_001262963
OG0002729,NP_001334702
OG0002730,NP_651408
OG0002731,NP_651407
OG0002732,NP_001287531
OG0002733,NP_733108
OG0002734,NP_651400
OG0002735,NP_001262957
OG0002736,NP_651399
OG0002737,NP_001163729
OG0002738,NP_651398
OG0002739,NP_651397
OG0002740,NP_651396
OG0002741,NP_651395
OG0002742,NP_733106
OG0002743,NP_001262954
OG0002744,NP_733105
OG0002745,NP_651393
OG0002746,NP_651392
OG0002747,NP_651391
OG0002748,NP_651390
OG0002749,NP_651389
OG0002750,NP_651388
OG0002751,NP_651387
OG0002752,NP_733100
OG0002753,NP_001262951
OG0002754,NP_651372
OG0002755,NP_651371
OG0002756,NP_651370
OG0002757,NP_651365
OG0002758,NP_524841
OG0002759,NP_651363
OG0002760,NP_001303417
OG0002761,NP_001247302
OG0002762,NP_651359
OG0002763,NP_476800
OG0002764,NP_651358
OG0002765,NP_001287524
OG0002766,NP_651353
OG0002767,NP_001097914
OG0002768,NP_651351
OG0002769,NP_651350
OG0002770,NP_651349
OG0002771,NP_651348
OG0002772,NP_001036757
OG0002773,NP_001262948
OG0002774,NP_651343
OG0002775,NP_651342
OG0002776,NP_001163721
OG0002777,NP_001163720
OG0002778,NP_651340
OG0002779,NP_733082
OG0002780,NP_001097912
OG0002781,NP_788738
OG0002782,NP_524495
OG0002783,NP_651335
OG0002784,NP_001097911
OG0002785,NP_001356925
OG0002786,NP_733077
OG0002787,NP_524494
OG0002788,NP_651331
OG0002789,NP_733076
OG0002790,NP_651329
OG0002791,NP_733074
OG0002792,NP_733073
OG0002793,NP_651327
OG0002794,NP_651326
OG0002795,NP_001138108
OG0002796,NP_651322
OG0002797,NP_733068
OG0002798,NP_651321
OG0002799,NP_651320
OG0002800,NP_651319
OG0002801,NP_651318
OG0002802,NP_651316
OG0002803,NP_651315
OG0002804,NP_733063
OG0002805,NP_651314
OG0002806,NP_651313
OG0002807,NP_651312
OG0002808,NP_651311
OG0002809,NP_001262937
OG0002810,NP_651309
OG0002811,NP_651307
OG0002812,NP_733058
OG0002813,NP_651305
OG0002814,NP_733057
OG0002815,NP_651302
OG0002816,NP_651301
OG0002817,NP_651300
OG0002818,NP_001247299
OG0002819,NP_733051
OG0002820,NP_651298
OG0002821,NP_651296
OG0002822,NP_524490
OG0002823,NP_651295
OG0002824,NP_733044
OG0002825,NP_733043
OG0002826,NP_651291
OG0002827,NP_001036756
OG0002828,NP_651290
OG0002829,NP_651289
OG0002830,NP_651288
OG0002831,NP_001262929
OG0002832,NP_996290
OG0002833,NP_651285
OG0002834,NP_651284
OG0002835,NP_651282
OG0002836,NP_652252
OG0002837,NP_524489
OG0002838,NP_524488
OG0002839,NP_476879
OG0002840,NP_651281
OG0002841,NP_651280
OG0002842,NP_651279
OG0002843,NP_001262924
OG0002844,NP_651278
OG0002845,NP_733027
OG0002846,NP_651276
OG0002847,NP_733025
OG0002848,NP_788735
OG0002849,NP_001262923
OG0002850,NP_001247291
OG0002851,NP_651274
OG0002852,NP_733018
OG0002853,NP_524485
OG0002854,NP_001247289
OG0002855,NP_651272
OG0002856,NP_001036752
OG0002857,NP_001247287
OG0002858,NP_651268
OG0002859,NP_651267
OG0002860,NP_651266
OG0002861,NP_651265
OG0002862,NP_651264
OG0002863,NP_651263
OG0002864,NP_524483
OG0002865,NP_524482
OG0002866,NP_651262
OG0002867,NP_001369031
OG0002868,NP_651258
OG0002869,NP_651257
OG0002870,NP_651256
OG0002871,NP_996282
OG0002872,NP_001097901
OG0002873,NP_001189279
OG0002874,NP_001097900
OG0002875,NP_996281
OG0002876,NP_996280
OG0002877,NP_651252
OG0002878,NP_651251
OG0002879,NP_651250
OG0002880,NP_651249
OG0002881,NP_001138106
OG0002882,NP_536772
OG0002883,NP_651247
OG0002884,NP_651246
OG0002885,NP_651245
OG0002886,NP_732982
OG0002887,NP_651243
OG0002888,NP_001247284
OG0002889,NP_001138105
OG0002890,NP_001097899
OG0002891,NP_651240
OG0002892,NP_651239
OG0002893,NP_524479
OG0002894,NP_651238
OG0002895,NP_001014650
OG0002896,NP_651237
OG0002897,NP_001247280
OG0002898,NP_651234
OG0002899,NP_001262902
OG0002900,NP_732964
OG0002901,NP_651231
OG0002902,NP_651227
OG0002903,NP_651226
OG0002904,NP_001287498
OG0002905,NP_651224
OG0002906,NP_001334699
OG0002907,NP_524476
OG0002908,NP_651223
OG0002909,NP_001027208
OG0002910,NP_651221
OG0002911,NP_477163
OG0002912,NP_732958
OG0002913,NP_651220
OG0002914,NP_651219
OG0002915,NP_651218
OG0002916,NP_477415
OG0002917,NP_651217
OG0002918,NP_651216
OG0002919,NP_651215
OG0002920,NP_651214
OG0002921,NP_651213
OG0002922,NP_001163710
OG0002923,NP_651212
OG0002924,NP_001189276
OG0002925,NP_651211
OG0002926,NP_651210
OG0002927,NP_651208
OG0002928,NP_651209
OG0002929,NP_651207
OG0002930,NP_732945
OG0002931,NP_732941
OG0002932,NP_651205
OG0002933,NP_651204
OG0002934,NP_524473
OG0002935,NP_788728
OG0002936,NP_732931
OG0002937,NP_651201
OG0002938,NP_651200
OG0002939,NP_001262893
OG0002940,NP_651198
OG0002941,NP_524471
OG0002942,NP_524470
OG0002943,NP_651196
OG0002944,NP_651194
OG0002945,NP_524469
OG0002946,NP_732915
OG0002947,NP_001262890
OG0002948,NP_651191
OG0002949,NP_001262888
OG0002950,NP_524467
OG0002951,NP_001097890
OG0002952,NP_001247269
OG0002953,NP_651188
OG0002954,NP_788725
OG0002955,NP_001247267
OG0002956,NP_651187
OG0002957,NP_651186
OG0002958,NP_524465
OG0002959,NP_651185
OG0002960,NP_651184
OG0002961,NP_732904
OG0002962,NP_651182
OG0002963,NP_651181
OG0002964,NP_651180
OG0002965,NP_651179
OG0002966,NP_524464
OG0002967,NP_651178
OG0002968,NP_732900
OG0002969,NP_651177
OG0002970,NP_651176
OG0002971,NP_476650
OG0002972,NP_651174
OG0002973,NP_651173
OG0002974,NP_001097888
OG0002975,NP_651172
OG0002976,NP_001097887
OG0002977,NP_651170
OG0002978,NP_524463
OG0002979,NP_651166
OG0002980,NP_651165
OG0002981,NP_001356923
OG0002982,NP_651161
OG0002983,NP_001262876
OG0002984,NP_651155
OG0002985,NP_001287487
OG0002986,NP_651150
OG0002987,NP_001287485
OG0002988,NP_001247265
OG0002989,NP_651147
OG0002990,NP_651146
OG0002991,NP_651143
OG0002992,NP_651141
OG0002993,NP_651977
OG0002994,NP_477194
OG0002995,NP_524462
OG0002996,NP_524461
OG0002997,NP_651139
OG0002998,NP_651138
OG0002999,NP_477397
OG0003000,NP_651136
OG0003001,NP_732846
OG0003002,NP_651134
OG0003003,NP_001036747
OG0003004,NP_001262864
OG0003005,NP_001262861
OG0003006,NP_651128
OG0003007,NP_001303430
OG0003008,NP_001034065
OG0003009,NP_732828
OG0003010,NP_732827
OG0003011,NP_524458
OG0003012,NP_651126
OG0003013,NP_001262857
OG0003014,NP_651119
OG0003015,NP_651118
OG0003016,NP_788721
OG0003017,NP_651116
OG0003018,NP_996267
OG0003019,NP_732816
OG0003020,NP_651114
OG0003021,NP_001247251
OG0003022,NP_524456
OG0003023,NP_524455
OG0003024,NP_651104
OG0003025,NP_651103
OG0003026,NP_651102
OG0003027,NP_651101
OG0003028,NP_788719
OG0003029,NP_651099
OG0003030,NP_651098
OG0003031,NP_651097
OG0003032,NP_651096
OG0003033,NP_651095
OG0003034,NP_651094
OG0003035,NP_651093
OG0003036,NP_651091
OG0003037,NP_001287471
OG0003038,NP_651088
OG0003039,NP_651085
OG0003040,NP_001303445
OG0003041,NP_651083
OG0003042,NP_651081
OG0003043,NP_651078
OG0003044,NP_732780
OG0003045,NP_001287469
OG0003046,NP_732773
OG0003047,NP_651072
OG0003048,NP_732771
OG0003049,NP_001163691
OG0003050,NP_732768
OG0003051,NP_651066
OG0003052,NP_524452
OG0003053,NP_524451
OG0003054,NP_788716
OG0003055,NP_651063
OG0003056,NP_732761
OG0003057,NP_651061
OG0003058,NP_651060
OG0003059,NP_651058
OG0003060,NP_651057
OG0003061,NP_651054
OG0003062,NP_651053
OG0003063,NP_001262840
OG0003064,NP_651052
OG0003065,NP_651051
OG0003066,NP_651050
OG0003067,NP_732744
OG0003068,NP_001097870
OG0003069,NP_651043
OG0003070,NP_651042
OG0003071,NP_651041
OG0003072,NP_651040
OG0003073,NP_732736
OG0003074,NP_651038
OG0003075,NP_651037
OG0003076,NP_651036
OG0003077,NP_651035
OG0003078,NP_651034
OG0003079,NP_651033
OG0003080,NP_001036745
OG0003081,NP_524448
OG0003082,NP_651029
OG0003083,NP_732721
OG0003084,NP_651027
OG0003085,NP_001036744
OG0003086,NP_001262832
OG0003087,NP_732717
OG0003088,NP_651024
OG0003089,NP_651023
OG0003090,NP_651021
OG0003091,NP_651019
OG0003092,NP_001262830
OG0003093,NP_651016
OG0003094,NP_001262827
OG0003095,NP_001369028
OG0003096,NP_651009
OG0003097,NP_652235
OG0003098,NP_001262822
OG0003099,NP_732694
OG0003100,NP_651006
OG0003101,NP_001287458
OG0003102,NP_651005
OG0003103,NP_651004
OG0003104,NP_524445
OG0003105,NP_651003
OG0003106,NP_651002
OG0003107,NP_651001
OG0003108,NP_001262819
OG0003109,NP_651000
OG0003110,NP_650999
OG0003111,NP_001097865
OG0003112,NP_650996
OG0003113,NP_650995
OG0003114,NP_650994
OG0003115,NP_650993
OG0003116,NP_788705
OG0003117,NP_650991
OG0003118,NP_732672
OG0003119,NP_650988
OG0003120,NP_650987
OG0003121,NP_524443
OG0003122,NP_524442
OG0003123,NP_650979
OG0003124,NP_001163678
OG0003125,NP_649764
OG0003126,NP_649765
OG0003127,NP_001097707
OG0003128,NP_524273
OG0003129,NP_649767
OG0003130,NP_649768
OG0003131,NP_649769
OG0003132,NP_001262366
OG0003133,NP_001163549
OG0003134,NP_649772
OG0003135,NP_001027151
OG0003136,NP_649774
OG0003137,NP_001287229
OG0003138,NP_731221
OG0003139,NP_477121
OG0003140,NP_649777
OG0003141,NP_731223
OG0003142,NP_649779
OG0003143,NP_731227
OG0003144,NP_649781
OG0003145,NP_524275
OG0003146,NP_649782
OG0003147,NP_649784
OG0003148,NP_001246985
OG0003149,NP_649788
OG0003150,NP_649789
OG0003151,NP_649790
OG0003152,NP_001036687
OG0003153,NP_649791
OG0003154,NP_001246986
OG0003155,NP_476886
OG0003156,NP_649792
OG0003157,NP_649793
OG0003158,NP_731237
OG0003159,NP_649795
OG0003160,NP_649796
OG0003161,NP_731242
OG0003162,NP_649797
OG0003164,NP_001334691
OG0003165,NP_001097709
OG0003166,NP_524282
OG0003167,NP_731252
OG0003168,NP_731253
OG0003169,NP_001262373
OG0003170,NP_649807
OG0003171,NP_477353
OG0003172,NP_649808
OG0003173,NP_649809
OG0003174,NP_001163552
OG0003175,NP_001262379
OG0003176,NP_649810
OG0003177,NP_649811
OG0003178,NP_524284
OG0003179,NP_649813
OG0003180,NP_649814
OG0003181,NP_649815
OG0003182,NP_731267
OG0003183,NP_731269
OG0003184,NP_649817
OG0003185,NP_649818
OG0003186,NP_649819
OG0003187,NP_731272
OG0003188,NP_649822
OG0003189,NP_649826
OG0003190,NP_649827
OG0003191,NP_649829
OG0003192,NP_649828
OG0003193,NP_649830
OG0003194,NP_649831
OG0003195,NP_001097710
OG0003196,NP_788599
OG0003197,NP_649833
OG0003198,NP_649835
OG0003199,NP_649836
OG0003200,NP_649837
OG0003201,NP_649838
OG0003202,NP_001246998
OG0003203,NP_731295
OG0003204,NP_001163558
OG0003205,NP_649847
OG0003206,NP_649848
OG0003207,NP_649849
OG0003208,NP_649850
OG0003209,NP_649851
OG0003210,NP_649852
OG0003211,NP_649853
OG0003212,NP_001262395
OG0003213,NP_649855
OG0003214,NP_649857
OG0003215,NP_649859
OG0003216,NP_649860
OG0003217,NP_731305
OG0003218,NP_652189
OG0003219,NP_649862
OG0003220,NP_731308
OG0003221,NP_476652
OG0003222,NP_476929
OG0003223,NP_477094
OG0003224,NP_477476
OG0003225,NP_649864
OG0003226,NP_649865
OG0003227,NP_649866
OG0003228,NP_731314
OG0003229,NP_649867
OG0003230,NP_524286
OG0003231,NP_649868
OG0003232,NP_524287
OG0003233,NP_524826
OG0003234,NP_649877
OG0003235,NP_001163567
OG0003236,NP_731331
OG0003237,NP_001262407
OG0003238,NP_731339
OG0003239,NP_649886
OG0003240,NP_524288
OG0003241,NP_524289
OG0003242,NP_001036690
OG0003243,NP_001163568
OG0003244,NP_649890
OG0003245,NP_649891
OG0003246,NP_001262413
OG0003247,NP_001262415
OG0003248,NP_649894
OG0003249,NP_649896
OG0003250,NP_649897
OG0003251,NP_001247003
OG0003252,NP_649898
OG0003253,NP_649899
OG0003254,NP_476699
OG0003255,NP_477099
OG0003256,NP_788610
OG0003257,NP_788611
OG0003258,NP_001097723
OG0003259,NP_649901
OG0003260,NP_731367
OG0003261,NP_649905
OG0003262,NP_649906
OG0003263,NP_001262421
OG0003264,NP_649908
OG0003265,NP_649909
OG0003266,NP_649910
OG0003267,NP_649911
OG0003268,NP_649913
OG0003269,NP_649914
OG0003270,NP_649918
OG0003271,NP_649919
OG0003272,NP_524293
OG0003273,NP_731384
OG0003274,NP_731385
OG0003275,NP_649922
OG0003276,NP_001287256
OG0003277,NP_649925
OG0003278,NP_649926
OG0003279,NP_649927
OG0003280,NP_001287262
OG0003281,NP_001247011
OG0003282,NP_649933
OG0003283,NP_001097727
OG0003284,NP_001097728
OG0003285,NP_649936
OG0003286,NP_524946
OG0003287,NP_649937
OG0003288,NP_649938
OG0003289,NP_649939
OG0003290,NP_649940
OG0003291,NP_524298
OG0003292,NP_001163576
OG0003293,NP_001163577
OG0003294,NP_001014612
OG0003295,NP_001097729
OG0003296,NP_001036699
OG0003297,NP_649945
OG0003298,NP_649946
OG0003299,NP_001097731
OG0003300,NP_649948
OG0003301,NP_649950
OG0003302,NP_649951
OG0003303,NP_001369000
OG0003304,NP_649953
OG0003305,NP_649954
OG0003306,NP_001097733
OG0003307,NP_001262442
OG0003308,NP_649963
OG0003309,NP_649965
OG0003310,NP_649966
OG0003311,NP_001247015
OG0003312,NP_731435
OG0003313,NP_649970
OG0003314,NP_649971
OG0003315,NP_649972
OG0003316,NP_649973
OG0003317,NP_649974
OG0003318,NP_731439
OG0003319,NP_649975
OG0003320,NP_649976
OG0003321,NP_001262446
OG0003322,NP_001247017
OG0003323,NP_649979
OG0003324,NP_649981
OG0003325,NP_476880
OG0003326,NP_649982
OG0003327,NP_001369005
OG0003328,NP_001262460
OG0003329,NP_649996
OG0003330,NP_001247023
OG0003331,NP_524775
OG0003332,NP_650001
OG0003333,NP_650002
OG0003334,NP_476576
OG0003335,NP_001097740
OG0003336,NP_001247027
OG0003337,NP_731489
OG0003338,NP_788632
OG0003339,NP_650007
OG0003340,NP_731495
OG0003341,NP_650010
OG0003342,NP_001097741
OG0003343,NP_650012
OG0003344,NP_524305
OG0003345,NP_650015
OG0003346,NP_650016
OG0003347,NP_001163583
OG0003348,NP_524306
OG0003349,NP_650017
OG0003350,NP_524308
OG0003351,NP_650018
OG0003352,NP_650021
OG0003353,NP_001247033
OG0003354,NP_650027
OG0003355,NP_650028
OG0003356,NP_650029
OG0003357,NP_524310
OG0003358,NP_650031
OG0003359,NP_650034
OG0003360,NP_650035
OG0003361,NP_650037
OG0003362,NP_650036
OG0003363,NP_650038
OG0003364,NP_001036705
OG0003365,NP_650041
OG0003366,NP_650043
OG0003367,NP_524314
OG0003368,NP_652619
OG0003369,NP_652621
OG0003370,NP_650044
OG0003371,NP_001097746
OG0003372,NP_001262472
OG0003373,NP_650049
OG0003374,NP_524315
OG0003375,NP_001097748
OG0003376,NP_650052
OG0003377,NP_524316
OG0003378,NP_650054
OG0003379,NP_650055
OG0003380,NP_650056
OG0003381,NP_650057
OG0003382,NP_650058
OG0003383,NP_001247041
OG0003384,NP_001247045
OG0003385,NP_524318
OG0003386,NP_650067
OG0003387,NP_536773
OG0003388,NP_650068
OG0003389,NP_650069
OG0003390,NP_650070
OG0003391,NP_731570
OG0003392,NP_650072
OG0003393,NP_650073
OG0003394,NP_650074
OG0003395,NP_650075
OG0003396,NP_650076
OG0003397,NP_001014616
OG0003398,NP_650083
OG0003399,NP_001027179
OG0003400,NP_650089
OG0003401,NP_731602
OG0003402,NP_650094
OG0003403,NP_650096
OG0003404,NP_731611
OG0003405,NP_001262478
OG0003406,NP_001036706
OG0003407,NP_650101
OG0003408,NP_731615
OG0003409,NP_524320
OG0003410,NP_524321
OG0003411,NP_650107
OG0003412,NP_650109
OG0003413,NP_650110
OG0003414,NP_650111
OG0003415,NP_001262484
OG0003416,NP_651986
OG0003417,NP_001262485
OG0003418,NP_650115
OG0003419,NP_731632
OG0003420,NP_477401
OG0003421,NP_788639
OG0003422,NP_001401043
OG0003423,NP_477217
OG0003424,NP_650121
OG0003425,NP_001138037
OG0003426,NP_650123
OG0003427,NP_650124
OG0003428,NP_996198
OG0003429,NP_001287291
OG0003430,NP_650128
OG0003431,NP_731649
OG0003432,NP_788641
OG0003433,NP_650132
OG0003434,NP_476749
OG0003435,NP_001097754
OG0003436,NP_650137
OG0003437,NP_650138
OG0003438,NP_788655
OG0003439,NP_650142
OG0003440,NP_650143
OG0003441,NP_001097755
OG0003442,NP_650145
OG0003443,NP_650146
OG0003444,NP_001163593
OG0003445,NP_650151
OG0003446,NP_731669
OG0003447,NP_731670
OG0003448,NP_001247070
OG0003449,NP_731672
OG0003450,NP_731674
OG0003451,NP_731675
OG0003452,NP_650162
OG0003453,NP_650163
OG0003454,NP_650164
OG0003455,NP_650165
OG0003456,NP_650166
OG0003457,NP_650167
OG0003458,NP_650171
OG0003459,NP_650174
OG0003460,NP_650175
OG0003461,NP_650182
OG0003462,NP_001138040
OG0003463,NP_788657
OG0003464,NP_650190
OG0003465,NP_650192
OG0003466,NP_001247075
OG0003467,NP_524327
OG0003468,NP_650194
OG0003469,NP_650195
OG0003470,NP_650196
OG0003471,NP_650199
OG0003472,NP_650207
OG0003473,NP_001034048
OG0003474,NP_524329
OG0003475,NP_001163596
OG0003476,NP_476908
OG0003477,NP_650214
OG0003478,NP_650215
OG0003479,NP_650222
OG0003480,NP_650223
OG0003481,NP_001247079
OG0003482,NP_001189213
OG0003483,NP_536750
OG0003484,NP_524331
OG0003485,NP_001097762
OG0003486,NP_731737
OG0003487,NP_650227
OG0003488,NP_524333
OG0003489,NP_524880
OG0003490,NP_731744
OG0003491,NP_001189214
OG0003492,NP_788664
OG0003493,NP_731748
OG0003494,NP_731749
OG0003495,NP_650239
OG0003496,NP_650242
OG0003497,NP_650243
OG0003498,NP_524334
OG0003499,NP_001097763
OG0003500,NP_650245
OG0003501,NP_650247
OG0003502,NP_650248
OG0003503,NP_731760
OG0003504,NP_001262518
OG0003505,NP_731761
OG0003506,NP_650252
OG0003507,NP_650251
OG0003508,NP_001262522
OG0003509,NP_524942
OG0003510,NP_524337
OG0003511,NP_001097766
OG0003512,NP_001287309
OG0003513,NP_001097769
OG0003514,NP_650256
OG0003515,NP_650257
OG0003516,NP_524340
OG0003517,NP_001247082
OG0003518,NP_524341
OG0003519,NP_001262529
OG0003520,NP_650262
OG0003521,NP_731788
