Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q9VWH4;Q9VWH4-2	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial;Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial, Isoform A	CG32026-RA;Dmel\CG32026;Idh3a	7.2019	7.3260	7.2012	7.3672	7.2087	7.2329	7.3178	7.2637
A0A0B4LFD2;P29845	Heat shock protein cognate 5, isoform B;Heat shock 70 kDa protein cognate 5	Hsc70-5	7.3500	7.2101	7.1602	7.2260	7.3014	7.2625	7.2486	7.3105
Q00748;Q8MRC4	Multidrug resistance protein homolog 65;RE14657p	Mdr65	6.9724	7.4249	7.1960	7.3767	7.3446	7.3860	7.2610	7.0960
A0A0B4K6N4;A0A0B4K7R6;A0A0B4KHF2;A0A0B4KHW6;A0A6H2EEH6;A8JRH3;C7LAH8;E1JJ21;O46231;Q6IDG5;Q9VA56;Q9VA58;Q9VA59	Tropomodulin, isoform N;Tropomodulin, isoform M;Tropomodulin, isoform P;Tropomodulin, isoform Q;Tropomodulin, isoform R;FI20012p1;LP15256p;Tropomodulin, isoform H;FI18705p1;RE70606p;GH23271p;Tropomodulin, isoform C;Tropomodulin, isoform D	tmod;tmod-RA;tmod-RC	7.4074	7.1387	7.2076	7.1872	7.2820	7.2905	7.2637	7.2657
A1Z6H7	Nuclear pore membrane glycoprotein 210	Gp210	7.1709	7.3373	7.3963	7.3942	7.0914	7.1779	7.2251	7.2290
Q9VZW7	Carnitine palmitoyltransferase 2	CPT2	7.4588	7.2309	7.2577	7.1833	6.9853	7.0418	7.3643	7.4851
Q7JUS9	MIP16332p	Mpcp1	6.8920	7.3461	7.3626	7.3595	7.4169	7.5322	7.1576	6.9291
A1Z7S3	Rab32, isoform B	Rab32	7.0212	7.0908	7.1677	7.1943	7.4813	7.4205	7.3077	7.3084
Q7JWQ7;Q95S79	RE01730p;GM06507p	Swim	7.1767	7.1376	6.9340	6.8252	7.2234	7.1374	7.8296	7.7177
A1Z713	Vacuolar protein sorting-associated protein 13	Vps13	7.1154	7.3379	7.3611	7.3462	7.2234	7.2781	7.2008	7.1082
Q9VJ28	FI05204p	L2HGDH	7.1336	7.2552	7.3142	7.2515	7.2943	7.3308	7.2051	7.1857
B2YGF3;B2YGF5;B2YGF8;E1JID9;E1JIE0;E1JIE1;E1JIE2;E1JIE3;G1API6;M9ND55;X2JC42;X2JCL0	Multiplexin transcript 6 (Fragment);Multiplexin transcript 8 (Fragment);Multiplexin transcript 11 (Fragment);Multiplexin, isoform G;Multiplexin, isoform M;Multiplexin, isoform B;Multiplexin, isoform L;Multiplexin, isoform O;Multiplexin collagen isoform Afl1;Multiplexin, isoform R;Multiplexin, isoform T;Multiplexin, isoform U	CG33171-RE;CG8647-RA;dmp;mp;Mp	7.2866	7.2275	7.1253	7.1010	7.2633	7.3286	7.2394	7.3972
O96643;Q6NP47;Q9V3F8	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase (Fragment);Pyrroline-5-carboxylate reductase	P5cr	7.3314	7.2815	7.2195	7.2772	7.3293	7.3283	7.1414	7.0320
A1Z9N7;A1Z9N8;B7YZE7;B7YZE8;Q56JH7;Q56JI0	I[[h]] channel, isoform E;I[[h]] channel, isoform B;I[[h]] channel, isoform F;I[[h]] channel, isoform G;Hyperpolarization-activated ion channel variant DMIH-A1B2C2;Hyperpolarization-activated ion channel variant DMIH-A1B1C1	Ih;Ih-RF	7.1105	7.2381	7.2005	7.2654	7.2361	7.2739	7.3696	7.2369
A0A0B4KFY9;Q03427	Lamin C, isoform B;Lamin-C	LamC	7.2903	7.2962	7.2308	7.1901	7.2406	7.1902	7.2580	7.2241
Q7K3J0	CCT-theta	CCT8	7.2430	7.2490	7.2622	7.2456	7.2545	7.3059	7.1464	7.1960
P20432	Glutathione S-transferase D1	GstD1;GstE7	6.9862	7.4660	7.3815	7.3906	7.2261	7.2626	7.1839	7.0042
M9NE68;P02516	Heat shock protein 23, isoform B;Heat shock protein 23	Hsp23	7.4239	7.1083	7.1206	7.1264	7.1610	7.1739	7.3558	7.4131
Q0E8X7	Reduction of Rh1, isoform A	roh	7.0399	7.2560	7.2110	7.2800	7.3641	7.4056	7.1245	7.1754
A0A0B4KGK5;A0A0B4KHT5;Q95TW4	Syncrip, isoform M;Syncrip, isoform J;GH28335p	CG17838-RE;CG17838-RF;Syp	7.1629	7.1842	7.2960	7.2550	7.2761	7.2742	7.1904	7.2138
A1ZAH3;D3PFI3;E3CTN9;Q0E952;Q8SX22;Q9GT68	FI16515p1;AT02751p;AT08739p;Syntrophin-like 2, isoform C;RE68725p;Gamma-syntrophin-like protein SYN2	Syn2;Syn2-RE	7.4276	7.4578	7.4810	7.4310	6.7020	6.9063	7.1848	7.2544
Q9VB05	ALG-2 interacting protein X	ALiX	7.4266	7.3516	7.3929	7.3906	7.0208	7.1327	7.0232	7.0947
A0A1B2AJ92;Q9VVH3	MICOS complex subunit MIC13 (Fragment);MICOS complex subunit MIC13 homolog QIL1	;QIL1	7.4070	7.2057	7.0998	7.1563	7.2176	7.2466	7.1734	7.3259
Q9VAM6	CDGSH iron-sulfur domain-containing protein 2 homolog	Cisd2	7.1504	7.2922	7.1044	7.1301	7.3440	7.3650	7.0606	7.3593
M9PIM0;O61231	Ribosomal protein L10, isoform E;60S ribosomal protein L10	RpL10	7.3070	7.3399	7.3327	7.2898	7.1168	7.1756	7.1665	7.0597
E1JJK6;E1JJK7;E1JJK8;P43125-2	Retinal degeneration B, isoform H;Retinal degeneration B, isoform F;Retinal degeneration B, isoform G;Protein retinal degeneration B, Isoform B	CG11111;rdgB;rdgB-RA	7.2078	7.2054	7.1070	7.3752	7.2825	7.2896	7.1686	7.1440
Q9VVU2	GEO07453p1	CG11074;CG30384;CG30385;RpL26	6.9424	7.3702	7.3065	7.3836	7.3003	7.3270	7.0695	7.0757
Q9VZA4-2	Band 7 protein CG42540, Isoform A	CG13719;CG14192;CG32245;CG42540;CG42540-RD;CG7468;CG7633;Mec2	6.9009	7.1742	7.4954	7.4425	7.3047	7.3174	7.0738	7.0592
CON__P08779	Keratin, type I cytoskeletal 16	;KRT12;Krt16;KRT16;Krt18;Krt20;KRT20;KRT25;KRT26;KRT28;Krt31;KRT31;KRT32;KRT33B;Krt35;KRT35;KRT36;KRT37;KRT38	7.6107	7.0240	7.2963	7.3148	6.5891	7.0630	7.3730	7.4923
B3DN57;Q9VRE0	Dolichyl-diphosphooligosaccharide--protein glycotransferase (Fragment);Dolichyl-diphosphooligosaccharide--protein glycotransferase	CG1518;CG1518-RA;Stt3A	7.1066	7.3080	7.3214	7.3150	7.2184	7.2361	7.2039	7.0492
Q9U4F8	BcDNA.LD34475	Ube4A	7.4024	7.5564	6.8205	7.8628	7.3571	6.5499	7.2606	6.9431
A0A0B4LI09;A8JPQ1;Q1RKQ9	Uncharacterized protein, isoform C;Uncharacterized protein, isoform A;IP03437p (Fragment)	;CG5566	7.1808	7.2880	6.6517	7.1124	7.3773	7.4347	7.3564	7.3489
A8DYJ6;A8DYJ7;B7YZM1;Q8MYS2	Sidestep VIII, isoform B;Sidestep VIII, isoform E;Sidestep VIII, isoform D;RH73613p	;side-VIII	7.4234	7.0800	6.9603	6.9726	7.3800	7.4381	7.2491	7.2444
Q8IQQ9;Q8T4G5	Uncharacterized protein, isoform B;SD01613p	AFG3L2	7.1930	7.2679	7.3393	7.3253	7.1124	7.1772	7.1507	7.1783
CON__P13647	Keratin, type II cytoskeletal 5	KRT5;Krt7;KRT7;Krt77;KRT77;Krt79;KRT8;KRT81;Krt83;KRT83;KRT84;KRT85;KRT86	7.7239	7.2497	7.3911	7.2081	6.5082	6.8238	7.3792	7.4598
E1JHT2;Q9VR07	Transporter;Sodium- and chloride-dependent GABA transporter ine	ine;ine-RA	7.0798	7.2665	7.2299	7.1928	7.2591	7.3395	7.2115	7.1549
E2QD65;P39018	Ribosomal protein S19a, isoform C;40S ribosomal protein S19a	RpS19a	7.3366	7.1511	7.1553	7.2295	7.2128	7.2421	7.1598	7.2372
A0A6F7R657;Q9VB23	Widerborst, isoform H;Serine/threonine protein phosphatase 2A regulatory subunit	PP2A-B'-RC;PP2A-B'-RK;wdb;wrd	7.2447	7.1495	7.2182	7.1614	7.1132	7.2176	7.3141	7.3017
M9MRM4;Q9W0I6	Sac1 phosphatase, isoform B;Phosphatidylinositol-3-phosphatase SAC1	Sac1	7.0294	7.2776	7.3249	7.3189	7.2629	7.2811	7.1376	7.0826
Q9VKZ8	Ubiquitin carboxyl-terminal hydrolase	Usp14	7.2429	7.2734	7.3563	7.2932	7.0432	7.1072	7.1309	7.2446
Q9VP57	LD15904p	pzg	7.2398	7.1825	6.8430	7.1846	7.2938	7.3090	7.2687	7.3526
Q94901	RNA-binding protein lark	lark	7.1737	7.1345	7.1766	7.1442	7.3021	7.3529	7.1270	7.2621
M9PHM0;Q9VWD3	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A	CG12531-RA;Dmel\CG12531	7.0551	7.2580	7.2479	7.2752	7.1961	7.2270	7.2568	7.1515
M9NG39;P41073;P41073-3	Protein on ecdysone puffs, isoform D;Zinc finger protein on ecdysone puffs;Zinc finger protein on ecdysone puffs, Isoform C	;Pep	7.5309	7.1102	7.0674	7.0452	7.2258	7.2381	7.1957	7.2501
O46092;Q2XXU2;Q9W543	EG:86E4.3 protein;CG17766 (Fragment);Rabconnectin-3B, isoform A	Rbcn-3B	7.1173	7.2482	7.4083	7.3878	7.1980	7.2335	7.0558	7.0077
A0A1F4;M9PBU9	Protein eyes shut;Eyes shut, isoform E	eys	7.3094	7.0766	7.1719	7.1440	7.1955	7.0907	7.2889	7.3579
Q0E8J3	Zormin, isoform I	CG33484-RA;zormin	7.2484	7.2860	7.0847	7.1847	7.0574	7.0763	7.3172	7.3723
Q09103-3	Eye-specific diacylglycerol kinase, Isoform B	rdgA	7.1857	7.1264	7.2638	7.3219	7.2189	7.2018	7.1237	7.1815
B7Z0D9;M9PHS6;Q0E8G9	Down syndrome cell adhesion molecule 4, isoform H;Down syndrome cell adhesion molecule 4, isoform I;Down syndrome cell adhesion molecule 4, isoform D	CG33274-RA;CG42330-RE;Dscam4	7.3122	7.2489	7.2229	7.1569	7.3267	6.9840	7.2946	7.0697
Q9VL70	HL08109p	yip2	7.2825	7.2637	7.1899	7.2016	7.1526	7.1873	7.1011	7.2238
A0A0B4KGG6;Q9VN12	Uncharacterized protein, isoform I;Probable sodium/potassium/calcium exchanger CG1090	CG1090;Dmel\CG1090	7.0830	7.3365	7.2415	7.1979	7.2532	7.2610	7.1058	7.0811
A0A0B4LGQ1;Q00637	Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial	Sod2	7.3738	7.2247	7.1159	7.1795	7.0895	7.1018	7.1704	7.2974
A0A0B4KFT4;A0A0B4KFX5;A0A0B4KGG9;A0A0B4KGZ7;A0A0B4KHB2;A4V2S3;O46036;O46036-2	C-terminal binding protein, isoform J;C-terminal binding protein, isoform I;C-terminal binding protein, isoform F;C-terminal binding protein, isoform H;C-terminal binding protein, isoform G;C-terminal binding protein, isoform B;C-terminal-binding protein;C-terminal-binding protein, Isoform A	CtBP;CtBP-RE	6.9835	7.4552	7.4771	7.2967	7.2444	6.9937	7.0177	7.0805
A8DYI6;A8DYI7;Q0E924	Prohibitin;Prohibitin;Prohibitin	Phb2	7.3421	7.1198	6.9266	7.1511	7.3164	7.3265	7.1936	7.1672
Q0E8H7;Q8MQS1;Q9NGV3	FI19426p1;GH14073p;SP1173	SP1173	7.1281	7.4120	7.2097	7.1045	7.4420	7.4497	6.9339	6.8600
P32100;X2J5G6	60S ribosomal protein L7;Ribosomal protein L7, isoform B	RpL7	6.9601	7.3654	7.2874	7.3213	7.1869	7.2189	7.1300	7.0499
M9PBQ0;M9PBQ3;M9PEN4;M9PHG8	Dynein heavy chain 64C, isoform D;Dynein heavy chain 64C, isoform I;Dynein heavy chain 64C, isoform F;Dynein heavy chain 64C, isoform H	Dhc64C	7.1302	7.2845	7.2376	7.3851	7.0863	7.1473	7.1490	7.0941
Q9W3T9	GM01152p	Dmel\CG3040	7.3913	7.5626	7.1529	7.1305	7.1642	6.6308	7.1153	7.3524
E3CTP7;Q8MMD2;Q8MMD3	Epidermal growth factor receptor pathway substrate clone 15, isoform D;Epidermal growth factor receptor pathway substrate clone 15, isoform B;Epidermal growth factor receptor pathway substrate clone 15, isoform C	Eps-15	7.3012	7.0514	7.1602	7.1154	7.1817	7.1788	7.2389	7.2715
Q9VL16	RE45833p	Dmel\CG5676	6.9769	7.2477	7.2488	7.2913	7.2277	7.2501	7.0620	7.1819
A0A0B4K686;A0A0B4K6C8;A0A0B4K760;Q9VE20	Uncharacterized protein, isoform F;Uncharacterized protein, isoform G;Uncharacterized protein, isoform E;Uncharacterized protein, isoform H	CG31149;CG31149-RA;CG5449;CT33918	7.1057	7.2199	7.1323	7.0310	7.3354	7.3595	7.1134	7.1811
M9NCS8;P33438	Glutactin, isoform D;Glutactin	Glt	7.4154	7.1503	6.9830	6.8657	7.1895	7.1995	7.3549	7.3092
A0A6H2EJZ8;M9PFU0;Q9VK03	Uncharacterized protein, isoform E;Uncharacterized protein, isoform A;Uncharacterized protein, isoform D	CG15639;CG16970	6.5200	7.2976	7.3249	7.3135	7.4004	7.4351	7.1789	6.9921
Q4V5X9;Q9W1B9	60S ribosomal protein L12;60S ribosomal protein L12	RpL12	6.9876	7.2493	7.2568	7.2772	7.2673	7.2622	7.0604	7.1012
Q9TWZ1	Protein disulfide-isomerase	ERp60	7.6609	7.2585	7.2342	7.2713	7.0473	7.0040	6.9943	6.9839
C8VV33;C9QP42;D3DMH8;Q02748	RNA helicase;RNA helicase;RNA helicase;Eukaryotic initiation factor 4A	eIF-4a-RD;eIF4A	7.1377	7.3644	7.3782	7.3688	6.9358	7.0441	7.1015	7.1061
Q9V419	Probable cytochrome P450 28a5	Cyp28a5	7.0240	7.1639	7.2308	7.1670	7.1378	7.2007	7.2569	7.2502
Q9VA73-2	Calcium-binding mitochondrial carrier protein Aralar1, Isoform 2	aralar1;aralar1-RB	6.9986	7.2190	7.2587	7.2253	7.1673	7.2250	7.1381	7.1935
M9PEP5;M9PEY1;M9PF46;M9PHW7;Q8IGE6;Q9VT32;Q9VT33	Ribose-phosphate diphosphokinase;Ribose-phosphate diphosphokinase;Ribose-phosphate diphosphokinase;Ribose-phosphate diphosphokinase;Ribose-phosphate diphosphokinase (Fragment);Ribose-phosphate diphosphokinase;Ribose-phosphate diphosphokinase	;Prps	6.8251	7.1850	7.2382	7.2384	7.2880	7.3243	7.0816	7.2348
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	TER94;TER94-RC	7.3185	7.1844	6.9493	7.1987	7.2621	7.2928	7.0797	7.1295
O18338	LD44762p	Rab8;Rab8-RA	6.9739	7.3006	7.2883	7.2828	7.3151	7.2938	7.0615	6.8799
Q9Y162	Vesicle-fusing ATPase	Vps4	7.2290	7.1389	7.1870	7.2026	7.1373	7.1293	7.1613	7.2034
A4V2B8;P08181	Casein kinase IIalpha, isoform C;Casein kinase II subunit alpha	CkIIalpha	7.1903	7.0424	7.1424	7.0956	7.2985	7.3872	7.0710	7.1520
B7YZI0;Q9V7N5;Q9V7N5-2;Q9V7N5-3	Vacuolar H[+] ATPase 44kD subunit, isoform F;V-type proton ATPase subunit C;V-type proton ATPase subunit C, Isoform A;V-type proton ATPase subunit C, Isoform C	Vha44	7.3672	7.0491	7.0543	7.0418	7.2679	7.2735	7.1429	7.1757
Q9V773	Probable cytochrome P450 6a20	Cyp6a17;Cyp6a20;Cyp6a23;Cyp6a23-RA	7.1422	7.2383	7.4129	7.4242	7.0876	7.1413	7.0240	6.8884
P52029	Glucose-6-phosphate isomerase	Pgi	6.9350	7.3282	7.4088	7.2789	7.2578	6.9964	7.1462	6.9937
Q4LDP7;Q9I7R1	NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase	CG5946;Dmel\CG5946	7.2948	7.0818	7.1465	7.1158	7.0979	7.1235	7.2548	7.2299
I1V4Y8;Q24368	Imitation SWI;Chromatin-remodeling complex ATPase chain Iswi	Iswi;ISWI	7.0982	7.2291	7.2164	7.2308	7.1453	7.2352	7.0517	7.1174
A0A0B4K7H0;Q7KN74	Tetratricopeptide repeat domain 7, isoform B;Tetratricopeptide repeat domain 7, isoform A	Ttc7	7.1111	7.3232	7.4187	7.3809	6.9513	7.0219	7.0108	7.1036
A0A0B4LGM5;Q9VNC3	Holocarboxylase synthetase, isoform C;Holocarboxylase synthetase, isoform A	Hcs	7.1947	7.3991	7.5907	7.4451	6.8484	6.8983	6.9872	6.9577
Q8MQS7;Q9VKX2	Malate dehydrogenase;Malate dehydrogenase	Mdh1	7.2980	7.1940	7.2027	7.1474	7.1512	7.1617	7.0810	7.0838
O76902	Pleckstrin homology domain-containing family F member 1 homolog	rush	6.9740	7.2318	7.2138	7.2468	7.1688	7.2140	7.0889	7.1749
P08646	Ras-like protein 1	Ras85D	6.9932	7.2146	7.1929	7.2083	7.2795	7.2677	6.9038	7.2169
Q9GQ89;Q9VAD4	eIF-2B GDP-GTP exchange factor subunit alpha;eIF-2B GDP-GTP exchange factor subunit alpha	eIF2Balpha	7.1652	7.3681	6.5119	7.3461	7.2503	7.2782	7.2777	7.0794
E4NKM3;H5V866;Q8IPY3;Q8T0M9;Q9VQ61	Aspartate aminotransferase (Fragment);Aspartate aminotransferase (Fragment);Aspartate aminotransferase;Aspartate aminotransferase;Aspartate aminotransferase	Got2;Got2-RA	7.3412	6.7280	7.1905	6.9879	7.2808	7.3032	7.1685	7.2702
O77285;Q9W0B8	Coatomer subunit alpha;Coatomer subunit alpha	alphaCOP	7.1123	7.2310	7.2163	7.2217	7.1083	7.1298	7.1313	7.1085
M9ND00;M9PBF6;M9PDC7;O61618;O61639;Q1WWC9;Q8INU2;Q9VIF7	Dynamin associated protein 160, isoform D;Dynamin associated protein 160, isoform G;Dynamin associated protein 160, isoform H;Dynamin associated protein isoform Dap160-1;Dynamin associated protein isoform Dap160-2;Dynamin associated protein 160, isoform C;Dynamin associated protein 160, isoform B;Dynamin associated protein 160, isoform A	Dap160	7.3939	7.0394	7.1200	7.0008	7.1943	7.1752	7.1704	7.1579
Q7JWS8	AT17867p	Mtl	7.0525	7.0901	7.0491	7.1947	7.3417	7.3463	7.1308	7.0363
A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A1Z6Z3;A1Z6Z4;Q8IGH3	Aldehyde dehydrogenase;Aldehyde dehydrogenase;Aldehyde dehydrogenase type III, isoform Q;Aldehyde dehydrogenase;Aldehyde dehydrogenase type III, isoform O;Aldehyde dehydrogenase	Aldh-III;Aldh-III-RE;Aldh-III-RI	7.0927	7.1011	7.1443	7.0939	7.1437	7.1893	7.2201	7.2508
D2NUG3;O17444	MIP14469p;Vesicular acetylcholine transporter	VAChT;VAChT-RA	6.9034	6.9016	6.8699	7.1912	7.5921	7.5460	7.1007	7.1282
Q9VBU9	40S ribosomal protein S27	RpS27	6.5541	7.3042	7.2509	7.2730	7.2151	7.2224	7.1453	7.2547
Q9VH26	Carbonic anhydrase	CAH7	7.4499	6.9757	6.8941	6.8527	7.1953	7.2278	7.2087	7.4028
Q9V3U6	26-29kD-proteinase	26-29-p	7.7543	7.2323	6.9929	6.9431	7.1238	7.0918	6.9176	7.1322
M9PB90;Q9VKY2	Cullin-associated and neddylation-dissociated 1, isoform B;Cullin-associated NEDD8-dissociated protein 1	Cand1	7.1419	7.2372	7.2704	7.2439	6.9663	7.0756	7.1448	7.1069
A0A0B4K709;A0A126GV09;Q9VCG8	Uncharacterized protein, isoform E;Uncharacterized protein, isoform G;Uncharacterized protein, isoform B	CG12492;CG13818;lincRNA.840	6.4419	7.2661	7.2695	7.1912	7.3010	7.3672	7.1790	7.1657
Q7KK51;Q8MLR7;Q9W1Q6	Phosphatidylinositol-3-phosphate phosphatase;Phosphatidylinositol-3-phosphate phosphatase;Phosphatidylinositol-3-phosphate phosphatase	Mtmr6	7.2051	7.1449	7.2020	7.1539	6.9423	6.9979	7.2749	7.2322
F0JAK7;P13368	RT11122p (Fragment);Protein sevenless	sev;sev-RA	6.8464	7.2023	7.1648	7.1990	7.3094	7.2856	6.9757	7.1571
C6SUV0;M9NGQ9;Q9NDM2;X2JIG6	MIP12850p;Trapped in endoderm 1, isoform B;Protein trapped in endoderm-1;Trapped in endoderm 1, isoform C	;CG3171;Tre1;Tre1-RA	6.8490	7.2792	7.1385	7.2859	7.2645	7.3380	6.9388	7.0440
Q9VHD2;Q9VHD2-2;Q9VHD2-3	Probable maleylacetoacetate isomerase 2;Probable maleylacetoacetate isomerase 2, Isoform B;Probable maleylacetoacetate isomerase 2, Isoform C	CG9363-RB;CG9363-RC;GstZ2	7.1415	7.0926	7.1308	7.1537	7.1665	7.2124	7.1483	7.0866
H5V8C6;Q07093	Guanylate cyclase;Head-specific guanylate cyclase	Gycalpha99B;Gycalpha99B-RA	6.8947	7.2473	6.8773	7.1436	7.3305	7.4139	7.1288	7.0846
M9NE07;Q9VXB0	Uncharacterized protein, isoform C;NECAP-like protein CG9132	CG9132;Dmel\CG9132	7.0824	7.0711	7.2006	7.1800	7.2019	7.2075	7.1194	7.0304
E2QD75;Q7K4N3	80 kDa nuclear cap-binding protein;Nuclear cap-binding protein subunit 1	Cbp80	6.8254	7.4073	6.8103	7.4003	7.2846	7.2811	7.1046	6.9791
A0A0S0WNN6;Q9TVM2	Embargoed, isoform B;Exportin-1	emb	7.0590	7.1780	7.2143	7.1842	7.0632	7.1196	7.1332	7.1315
P05661-11	Myosin heavy chain, muscle, Isoform 11c	CG9279;Dmel\CG9279;Mhc	6.9373	7.5332	6.3782	7.1610	7.0998	7.2735	7.3092	7.3906
P11584;X2JAU0;X2JE30	Integrin beta-PS;Integrin beta;Integrin beta	mys	7.6102	7.0141	6.8017	6.6998	7.3646	7.3538	7.0470	7.1858
A4UZR3;A5XCQ1;A5XCQ4;A5XCQ7;A5XCQ9;Q9W2M2;Q9W2M2-2;Q9W2M2-3	Trehalase;Trehalase (Fragment);Trehalase (Fragment);Trehalase (Fragment);Trehalase (Fragment);Trehalase;Trehalase, Isoform A;Trehalase, Isoform B	;Treh	7.0140	7.1558	7.2158	7.1965	7.1674	7.2364	6.9822	7.1090
Q9VZM5;Q9VZM5-2	GPI mannosyltransferase 3;GPI mannosyltransferase 3, Isoform B	PIG-B	6.9497	7.1464	7.1593	7.2131	7.1012	7.0819	7.1334	7.2758
Q5U0V7	Phosphoinositide 5-phosphatase	Synj	6.9896	7.1897	7.1779	7.1907	7.1763	7.2086	7.0738	7.0426
A4V391;P12613	CCT-alpha;T-complex protein 1 subunit alpha	CCT1	6.8743	7.2591	7.2620	7.2735	7.1930	7.2256	7.0066	6.9465
O18399;Q629J6	EG:152A3.5 protein (Fbgn0003116;pn protein);Prune	pn	7.1844	7.0007	7.1912	7.0660	7.0991	7.1445	7.2979	7.0548
Q9W1M5	FI08233p	Dmel\CG10332	NaN	7.7308	7.6869	7.6669	6.8123	6.6887	6.1897	NaN
O96794;Q9VJG0	Aminopeptidase P;Xaa-Pro aminopeptidase ApepP	ApepP	7.0279	7.0814	7.4717	7.4497	7.0813	7.0788	6.7811	7.0323
H9XQA8;Q9VQ29	FI20123p1;Cytochrome b-c1 complex subunit Rieske, mitochondrial	RFeSP;RFeSP-RA	6.8950	7.3291	6.6794	7.3358	7.3403	7.3900	7.0292	7.0003
Q6ILS8	HDC08474	HDC08474	7.2041	6.9327	7.1331	6.9923	7.2073	7.1661	7.1410	7.2205
A0A3G1DKV1	MAP kinase-activating death domain protein	;Rab3-GEF;rab3-GEF-RB	7.1214	7.1138	7.1953	7.2040	7.0099	7.0502	7.1307	7.1550
M9PDM4;Q9W4X4	Phosphatidylinositol 4-kinase III alpha, isoform D;Phosphatidylinositol 4-kinase III alpha, isoform C	CG10260-RB;Pi4KIIIalpha	7.0710	7.1548	7.1953	7.0947	7.0449	7.0464	7.2294	7.1001
Q9V9T5	GM14617p	Mccc1	7.1675	7.4786	7.4667	7.4242	6.7660	6.7750	6.9667	6.8820
Q9W1J0	Transporter	GlyT	6.9000	7.1112	7.1608	7.1363	7.2862	7.3050	7.0496	6.9408
Q9VPI9	LD20667p	Zir	7.6190	6.9151	7.2284	7.1005	6.4349	6.5348	7.4185	7.6351
Q9V7D2	V-type proton ATPase subunit D 1	Vha36-1;Vha36-3	7.1224	6.9350	7.1870	7.0667	7.1234	7.2169	7.1679	7.0565
E4NKN3;Q9W1V3	GM13963p;rRNA 2'-O-methyltransferase fibrillarin	Fib;Fib-RA	7.2125	7.0195	7.1470	7.0707	6.9271	7.0093	7.1138	7.3716
A0A0B4KFT3;P05130;P05130-2	Protein kinase C;Protein kinase C, brain isozyme;Protein kinase C, brain isozyme, Isoform Short	Dmel_CG6622;Pkc53E	6.9492	7.3267	7.3023	7.2992	6.9376	7.0910	7.0556	6.9065
P83097	Putative tyrosine-protein kinase Wsck	Wsck;Wsck-RA	7.1149	7.0027	7.0794	6.9250	7.2085	7.2554	7.1903	7.0825
A0A0B4K6I6;A9UNE9;Q9VB96	Uncharacterized protein, isoform B;GH20910p (Fragment);Uncharacterized protein, isoform A	;CT19744;Dmel\CG31075	7.1616	7.0650	7.1356	7.1332	6.9308	7.0120	7.1907	7.2066
L0MPZ9;P91685	Metabotropic glutamate receptor, isoform B;Metabotropic glutamate receptor	Glu-RA;mGluR	7.0201	7.1138	7.0610	6.9909	7.2863	7.3540	7.0179	6.9914
Q9VWK5	GH15225p	Ulp1	7.0071	6.5391	7.3339	7.0690	7.2869	7.3245	7.1112	7.1409
A0A0B4LFY2;Q7JW12	Uncharacterized protein, isoform B;Thioredoxin-related transmembrane protein 2 homolog	CG11007;Dmel\CG11007	6.9884	7.2515	7.1608	7.1734	7.1191	7.1579	6.9924	6.9586
P46415	Alcohol dehydrogenase class-3	Fdh	6.8071	7.2274	7.2842	7.2069	7.1561	7.2064	7.0656	6.8399
Q24212;X2JCY4;X2JGF5	Protein stoned-B;Stoned B, isoform H;Stoned B, isoform G	stnB	7.0457	7.2689	7.2070	7.1667	7.0487	6.9155	7.0641	7.0738
Q9NHE5;Q9NHE5-2;Q9NHE5-4;Q9NHE5-5	Calcium-dependent secretion activator;Calcium-dependent secretion activator, Isoform 2;Calcium-dependent secretion activator, Isoform 4;Calcium-dependent secretion activator, Isoform 5	Cadps;Caps-RC	7.0312	7.1464	7.1435	7.1337	7.1080	7.1365	7.0399	7.0468
A8E792;P48159	60S ribosomal protein L23;60S ribosomal protein L23	RpL17A;RpL23	7.1553	7.1176	7.2067	7.1649	7.0895	7.0241	7.0249	6.9943
Q32KD4;Q7KY08	Argonaute-1, isoform A;Argonaute protein	AGO1	6.9507	7.1934	7.1796	7.1420	7.0826	7.1107	7.1101	6.9991
M9MQH9;P36179	Protein phosphatase 2A at 29B, isoform C;Serine/threonine-protein phosphatase PP2A 65 kDa regulatory subunit	Pp2A-29B	7.3610	7.2431	7.1319	7.2624	6.7284	6.8295	6.9264	7.2826
Q8MT58	Carnosine dipeptidase 2, isoform A	CG17337-RA;Cndp2	7.1693	7.0561	7.2564	7.2158	7.0497	7.0765	6.9581	6.9816
Q24439	ATP synthase subunit O, mitochondrial	ATPsynO;Oscp	7.2567	7.0025	6.9819	7.0274	7.1823	7.1143	7.0613	7.1322
A0A0B4K812;Q7KNS3	Lissencephaly-1 homolog;Lissencephaly-1 homolog	Lis-1	6.9885	7.1464	7.1499	7.1850	7.0249	7.0952	7.0833	7.0833
