Orthogroup	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt
OG0004251	lcl|NT_033779.5_cds_NP_609683.1_9283	lcl|NW_020825294.1_cds_XP_002023222.1_10107	lcl|NC_046681.1_cds_XP_001356233.1_11855	lcl|NC_045949.1_cds_XP_002035771.1_2825	lcl|NC_052520.2_cds_XP_016024938.1_3064	lcl|NC_048534.1_cds_XP_034669147.1_19446
OG0004252	lcl|NT_033779.5_cds_NP_609684.1_9285	lcl|NW_020825294.1_cds_XP_002023223.1_10106	lcl|NC_046681.1_cds_XP_001356232.2_11856	lcl|NC_045949.1_cds_XP_002035772.1_2826	lcl|NC_052520.2_cds_XP_002079401.1_3065	lcl|NC_048534.1_cds_XP_034669151.1_19447
OG0004253	lcl|NT_033779.5_cds_NP_523563.1_9295	lcl|NW_020825294.1_cds_XP_026843577.1_10091	lcl|NC_046681.1_cds_XP_002133221.1_11869	lcl|NC_045949.1_cds_XP_002035777.1_2834	lcl|NC_052520.2_cds_XP_002079406.1_3071	lcl|NC_048534.1_cds_XP_034666803.1_19454
OG0004254	lcl|NT_033779.5_cds_NP_001285917.1_9297	lcl|NW_020825294.1_cds_XP_002023233.1_10085	lcl|NC_046681.1_cds_XP_002133219.2_11870	lcl|NC_045949.1_cds_XP_002035778.1_2835	lcl|NC_052520.2_cds_XP_016024942.1_3072	lcl|NC_048534.1_cds_XP_034666239.1_19455
OG0004255	lcl|NT_033779.5_cds_NP_609688.3_9300	lcl|NW_020825294.1_cds_XP_026843329.1_10090	lcl|NC_046681.1_cds_XP_015036806.1_11872	lcl|NC_045949.1_cds_XP_002035779.1_2837	lcl|NC_052520.2_cds_XP_016024944.1_3075	lcl|NC_048534.1_cds_XP_034666241.1_19457
OG0004256	lcl|NT_033779.5_cds_NP_001188801.2_9301	lcl|NW_020825294.1_cds_XP_026843330.1_10088	lcl|NC_046681.1_cds_XP_015036805.2_11873	lcl|NC_045949.1_cds_XP_032583749.1_2838	lcl|NC_052520.2_cds_XP_016024946.2_3076	lcl|NC_048534.1_cds_XP_034666247.1_19458
OG0004257	lcl|NT_033779.5_cds_NP_609689.3_9302	lcl|NW_020825294.1_cds_XP_002023235.1_10087	lcl|NC_046681.1_cds_XP_001356227.1_11874	lcl|NC_045949.1_cds_XP_032583744.1_2839	lcl|NC_052520.2_cds_XP_016024947.1_3077	lcl|NC_048534.1_cds_XP_034666244.1_19462
OG0004258	lcl|NT_033779.5_cds_NP_609690.1_9303	lcl|NW_020825294.1_cds_XP_002023236.1_10086	lcl|NC_046681.1_cds_XP_015036804.1_11875	lcl|NC_045949.1_cds_XP_002035781.1_2840	lcl|NC_052520.2_cds_XP_016024948.1_3078	lcl|NC_048534.1_cds_XP_034666243.1_19463
OG0004259	lcl|NT_033779.5_cds_NP_609691.6_9304	lcl|NW_020825294.1_cds_XP_002023238.2_10083	lcl|NC_046681.1_cds_XP_002133218.2_11876	lcl|NC_045949.1_cds_XP_002035783.2_2841	lcl|NC_052520.2_cds_XP_016024949.1_3079	lcl|NC_048534.1_cds_XP_034666504.1_19464
OG0004260	lcl|NT_033779.5_cds_NP_001260452.1_9307	lcl|NW_020825294.1_cds_XP_002023240.1_10082	lcl|NC_046681.1_cds_XP_001356222.2_11878	lcl|NC_045949.1_cds_XP_002035784.1_2843	lcl|NC_052520.2_cds_XP_002079413.2_3081	lcl|NC_048534.1_cds_XP_034666165.1_19466
OG0004261	lcl|NT_033779.5_cds_NP_788046.1_9311	lcl|NW_020825294.1_cds_XP_002023243.2_10081	lcl|NC_046681.1_cds_XP_001356217.2_11881	lcl|NC_045949.1_cds_XP_002035787.1_2847	lcl|NC_052520.2_cds_XP_016024951.1_3084	lcl|NC_048534.1_cds_XP_034666164.1_19469
OG0004262	lcl|NT_033779.5_cds_NP_609692.3_9312	lcl|NW_020825294.1_cds_XP_002023244.1_10080	lcl|NC_046681.1_cds_XP_001356221.2_11883	lcl|NC_045949.1_cds_XP_002035788.2_2848	lcl|NC_052520.2_cds_XP_039150153.1_3085	lcl|NC_048534.1_cds_XP_034666168.1_19470
OG0004263	lcl|NT_033779.5_cds_NP_001260453.1_9318	lcl|NW_020825294.1_cds_XP_026843557.1_10079	lcl|NC_046681.1_cds_XP_001356216.4_11884	lcl|NC_045949.1_cds_XP_032569812.1_2851	lcl|NC_052520.2_cds_XP_016024954.1_3088	lcl|NC_048534.1_cds_XP_034666163.1_19471
OG0004264	lcl|NT_033779.5_cds_NP_609694.1_9320	lcl|NW_020825331.1_cds_XP_026847098.1_15501	lcl|NC_046683.1_cds_XP_002134369.2_18161	lcl|NC_045949.1_cds_XP_002035791.1_2852	lcl|NC_052520.2_cds_XP_002079420.1_3089	lcl|NC_048530.1_cds_XP_034672306.1_1906
OG0004265	lcl|NT_033779.5_cds_NP_788047.1_9321	lcl|NW_020825294.1_cds_XP_002023246.2_10078	lcl|NC_046681.1_cds_XP_001356220.3_11885	lcl|NC_045949.1_cds_XP_002035792.1_2853	lcl|NC_052520.2_cds_XP_039154004.1_3090	lcl|NC_048534.1_cds_XP_034666162.1_19472
OG0004266	lcl|NT_033779.5_cds_NP_476702.1_9324	lcl|NW_020825294.1_cds_XP_026843555.1_10077	lcl|NC_046681.1_cds_XP_015036798.2_11886	lcl|NC_045949.1_cds_XP_032569811.1_2854	lcl|NC_052520.2_cds_XP_016024955.1_3091	lcl|NC_048534.1_cds_XP_034668391.1_19473
OG0004267	lcl|NT_033779.5_cds_NP_524698.1_9327	lcl|NW_020825294.1_cds_XP_002023248.1_10076	lcl|NC_046681.1_cds_XP_001356218.2_11888	lcl|NC_045949.1_cds_XP_002035794.1_2856	lcl|NC_052520.2_cds_XP_039154307.1_3093	lcl|NC_048534.1_cds_XP_034666158.1_19474
OG0004268	lcl|NT_033779.5_cds_NP_524928.2_9329	lcl|NW_020825294.1_cds_XP_002023249.1_10075	lcl|NC_046681.1_cds_XP_001356215.3_11889	lcl|NC_045949.1_cds_XP_002035795.2_2857	lcl|NC_052520.2_cds_XP_002079425.1_3094	lcl|NC_048534.1_cds_XP_034666161.1_19475
OG0004269	lcl|NT_033779.5_cds_NP_609696.1_9330	lcl|NW_020825294.1_cds_XP_002023250.1_10074	lcl|NC_046681.1_cds_XP_001356214.3_11890	lcl|NC_045949.1_cds_XP_002035797.1_2858	lcl|NC_052520.2_cds_XP_002079427.2_3095	lcl|NC_048534.1_cds_XP_034666157.1_19476
OG0004270	lcl|NT_033779.5_cds_NP_001188805.1_9331	lcl|NW_020825294.1_cds_XP_002023251.2_10073	lcl|NC_046681.1_cds_XP_001356213.4_11891	lcl|NC_045949.1_cds_XP_002035798.2_2859	lcl|NC_052520.2_cds_XP_016024959.1_3096	lcl|NC_048534.1_cds_XP_034666160.1_19477
OG0004271	lcl|NT_033779.5_cds_NP_609698.2_9334	lcl|NW_020825294.1_cds_XP_002023253.1_10071	lcl|NC_046681.1_cds_XP_001356211.2_11894	lcl|NC_045949.1_cds_XP_002035801.1_2860	lcl|NC_052520.2_cds_XP_002079432.1_3097	lcl|NC_048534.1_cds_XP_034666026.1_19478
OG0004272	lcl|NT_033779.5_cds_NP_609702.1_9342	lcl|NW_020825294.1_cds_XP_026843512.1_10067	lcl|NC_046681.1_cds_XP_001356208.4_11902	lcl|NC_045949.1_cds_XP_002035806.1_2864	lcl|NC_052520.2_cds_XP_002079435.1_3103	lcl|NC_048534.1_cds_XP_034667438.1_19482
OG0004273	lcl|NT_033779.5_cds_NP_788051.1_9347	lcl|NW_020825294.1_cds_XP_026843460.1_10064	lcl|NC_046681.1_cds_XP_001356206.3_11905	lcl|NC_045949.1_cds_XP_002035811.1_2868	lcl|NC_052520.2_cds_XP_039154423.1_3108	lcl|NC_048534.1_cds_XP_034670167.1_19487
OG0004274	lcl|NT_033779.5_cds_NP_001260456.1_9354	lcl|NW_020825294.1_cds_XP_026843226.1_10062	lcl|NC_046681.1_cds_XP_033235273.1_11906	lcl|NC_045949.1_cds_XP_032571490.1_2869	lcl|NC_052520.2_cds_XP_039147151.1_3115	lcl|NC_048534.1_cds_XP_034670168.1_19488
OG0004275	lcl|NT_033779.5_cds_NP_723870.1_9355	lcl|NW_020825294.1_cds_XP_026843264.1_10061	lcl|NC_046681.1_cds_XP_001356203.3_11908	lcl|NC_045949.1_cds_XP_002035814.2_2870	lcl|NC_052520.2_cds_XP_016024974.1_3120	lcl|NC_048534.1_cds_XP_034670065.1_19491
OG0004276	lcl|NT_033779.5_cds_NP_788055.2_9365	lcl|NW_020825294.1_cds_XP_026843164.1_10055	lcl|NC_046681.1_cds_XP_002133205.3_11915	lcl|NC_045949.1_cds_XP_002035816.1_2875	lcl|NC_052520.2_cds_XP_002079443.2_3125	lcl|NC_048534.1_cds_XP_034666613.1_19495
OG0004277	lcl|NT_033779.5_cds_NP_609706.2_9368	lcl|NW_020825294.1_cds_XP_026843166.1_10056	lcl|NC_046681.1_cds_XP_033235578.1_11917	lcl|NC_045949.1_cds_XP_032583746.1_2878	lcl|NC_052520.2_cds_XP_016024979.1_3128	lcl|NC_048534.1_cds_XP_034666616.1_19497
OG0004278	lcl|NT_033779.5_cds_NP_609709.1_9372	lcl|NW_020825294.1_cds_XP_002023268.1_10053	lcl|NC_046681.1_cds_XP_001356200.2_11919	lcl|NC_045949.1_cds_XP_002035818.1_2880	lcl|NC_052520.2_cds_XP_016024980.1_3130	lcl|NC_048534.1_cds_XP_034666617.1_19498
OG0004279	lcl|NT_033779.5_cds_NP_609710.1_9373	lcl|NW_020825294.1_cds_XP_002023269.1_10052	lcl|NC_046681.1_cds_XP_015036785.2_11920	lcl|NC_045949.1_cds_XP_032583748.1_2881	lcl|NC_052520.2_cds_XP_016024981.1_3131	lcl|NC_048534.1_cds_XP_034668599.1_19499
OG0004280	lcl|NT_033779.5_cds_NP_001246030.1_9375	lcl|NW_020825294.1_cds_XP_026843554.1_10051	lcl|NC_046681.1_cds_XP_033236481.1_11921	lcl|NC_045949.1_cds_XP_002035820.1_2882	lcl|NC_052520.2_cds_XP_002079447.1_3132	lcl|NC_048534.1_cds_XP_034669000.1_19501
OG0004281	lcl|NT_033779.5_cds_NP_609711.1_9376	lcl|NW_020825294.1_cds_XP_002023271.1_10050	lcl|NC_046681.1_cds_XP_001356198.2_11924	lcl|NC_045949.1_cds_XP_002035821.1_2883	lcl|NC_052520.2_cds_XP_016024982.1_3133	lcl|NC_048534.1_cds_XP_034668995.1_19502
OG0004282	lcl|NT_033779.5_cds_NP_788056.1_9377	lcl|NW_020825294.1_cds_XP_002023272.2_10048	lcl|NC_046681.1_cds_XP_001356197.3_11925	lcl|NC_045949.1_cds_XP_032583747.1_2884	lcl|NC_052520.2_cds_XP_002079449.2_3134	lcl|NC_048534.1_cds_XP_034668998.1_19505
OG0004283	lcl|NT_033779.5_cds_NP_652069.2_9380	lcl|NW_020825294.1_cds_XP_026843224.1_10044	lcl|NC_046681.1_cds_XP_001356196.3_11930	lcl|NC_045949.1_cds_XP_032583745.1_2885	lcl|NC_052520.2_cds_XP_002079450.1_3136	lcl|NC_048534.1_cds_XP_034668996.1_19508
OG0004284	lcl|NT_033779.5_cds_NP_523565.2_9381	lcl|NW_020825294.1_cds_XP_026843149.1_10043	lcl|NC_046681.1_cds_XP_001356195.2_11931	lcl|NC_045949.1_cds_XP_032572893.1_2886	lcl|NC_052520.2_cds_XP_016024986.1_3137	lcl|NC_048534.1_cds_XP_034669005.1_19509
OG0004285	lcl|NT_033779.5_cds_NP_477232.1_9385	lcl|NW_020825294.1_cds_XP_026843285.1_9148	lcl|NC_046681.1_cds_XP_001357382.2_13122	lcl|NC_045949.1_cds_XP_002035825.1_2888	lcl|NC_052520.2_cds_XP_002079452.1_3139	lcl|NC_048534.1_cds_XP_034666510.1_18339
OG0004286	lcl|NT_033779.5_cds_NP_523566.4_9387	lcl|NW_020825294.1_cds_XP_002018777.1_9147	lcl|NC_046681.1_cds_XP_001357381.3_13123	lcl|NC_045949.1_cds_XP_032573091.1_2890	lcl|NC_052520.2_cds_XP_016024988.1_3141	lcl|NC_048534.1_cds_XP_034666511.1_18341
OG0004287	lcl|NT_033779.5_cds_NP_609712.1_9388	lcl|NW_020825294.1_cds_XP_026843287.1_9146	lcl|NC_046681.1_cds_XP_001357380.1_13124	lcl|NC_045949.1_cds_XP_002035828.1_2891	lcl|NC_052520.2_cds_XP_002079453.1_3142	lcl|NC_048534.1_cds_XP_034667010.1_18343
OG0004288	lcl|NT_033779.5_cds_NP_609713.1_9389	lcl|NW_020825294.1_cds_XP_002018780.1_9145	lcl|NC_046681.1_cds_XP_001357379.2_13126	lcl|NC_045949.1_cds_XP_002035829.1_2892	lcl|NC_052520.2_cds_XP_002079454.1_3143	lcl|NC_048534.1_cds_XP_034667544.1_18344
OG0004289	lcl|NT_033779.5_cds_NP_652574.3_9390	lcl|NW_020825294.1_cds_XP_002018782.1_9143	lcl|NC_046681.1_cds_XP_033236583.1_13131	lcl|NC_045949.1_cds_XP_032581181.1_2893	lcl|NC_052520.2_cds_XP_016024990.1_3144	lcl|NC_048534.1_cds_XP_034666971.1_18345
OG0004290	lcl|NT_033779.5_cds_NP_476917.1_9391	lcl|NW_020825294.1_cds_XP_002018784.1_9140	lcl|NC_046681.1_cds_XP_001357377.1_13135	lcl|NC_045949.1_cds_XP_002035832.1_2895	lcl|NC_052520.2_cds_XP_002079456.1_3146	lcl|NC_048534.1_cds_XP_034667810.1_18347
OG0004291	lcl|NT_033779.5_cds_NP_609714.1_9395	lcl|NW_020825294.1_cds_XP_002018793.1_9134	lcl|NC_046681.1_cds_XP_001357376.4_13142	lcl|NC_045949.1_cds_XP_002035834.1_2897	lcl|NC_052520.2_cds_XP_002079459.2_3148	lcl|NC_048534.1_cds_XP_034667462.1_18350
OG0004292	lcl|NT_033779.5_cds_NP_001162975.1_9403	lcl|NW_020825294.1_cds_XP_026843440.1_9128	lcl|NC_046681.1_cds_XP_015035450.2_13146	lcl|NC_045949.1_cds_XP_032583664.1_2902	lcl|NC_052520.2_cds_XP_016024998.1_3155	lcl|NC_048534.1_cds_XP_034668837.1_18351
OG0004293	lcl|NT_033779.5_cds_NP_477495.1_9411	lcl|NW_020825294.1_cds_XP_026843444.1_9131	lcl|NC_046681.1_cds_XP_002132382.2_13150	lcl|NC_045949.1_cds_XP_002035840.1_2905	lcl|NC_052520.2_cds_XP_039154594.1_3158	lcl|NC_048534.1_cds_XP_034668840.1_18354
OG0004294	lcl|NT_033779.5_cds_NP_609720.1_9433	lcl|NW_020825294.1_cds_XP_002018813.1_9114	lcl|NC_046681.1_cds_XP_001357372.3_13172	lcl|NC_045949.1_cds_XP_002035850.1_2916	lcl|NC_052520.2_cds_XP_002079480.1_3172	lcl|NC_048534.1_cds_XP_034666654.1_18382
OG0004295	lcl|NT_033779.5_cds_NP_995716.2_9439	lcl|NW_020825298.1_cds_XP_026844530.1_11105	lcl|NC_046681.1_cds_XP_002132740.3_15411	lcl|NC_045949.1_cds_XP_002035857.2_2926	lcl|NC_052520.2_cds_XP_016025014.1_3182	lcl|NC_048534.1_cds_XP_034666806.1_18383
OG0004296	lcl|NT_033779.5_cds_NP_001014485.3_9453	lcl|NW_020825294.1_cds_XP_026843142.1_9089	lcl|NC_046681.1_cds_XP_033235722.1_13199	lcl|NC_045949.1_cds_XP_032579060.1_2937	lcl|NC_052520.2_cds_XP_016025029.1_3198	lcl|NC_048534.1_cds_XP_034667123.1_18389
OG0004297	lcl|NT_033779.5_cds_NP_001036362.1_9456	lcl|NW_020825294.1_cds_XP_026843243.1_9088	lcl|NC_046681.1_cds_XP_015035425.2_13202	lcl|NC_045949.1_cds_XP_032580947.1_2939	lcl|NC_052520.2_cds_XP_016025032.1_3200	lcl|NC_048534.1_cds_XP_034667233.1_18394
OG0004298	lcl|NT_033779.5_cds_NP_723893.1_9461	lcl|NW_020825294.1_cds_XP_002018841.1_9087	lcl|NC_046681.1_cds_XP_001357361.2_13205	lcl|NC_045949.1_cds_XP_002035866.1_2941	lcl|NC_052520.2_cds_XP_002079502.1_3201	lcl|NC_048534.1_cds_XP_034667183.1_18396
OG0004299	lcl|NT_033779.5_cds_NP_609735.1_9462	lcl|NW_020825294.1_cds_XP_002018842.1_9086	lcl|NC_046681.1_cds_XP_001357360.1_13206	lcl|NC_045949.1_cds_XP_002035867.1_2942	lcl|NC_052520.2_cds_XP_002079503.1_3202	lcl|NC_048534.1_cds_XP_034667182.1_18397
OG0004300	lcl|NT_033779.5_cds_NP_609736.1_9463	lcl|NW_020825294.1_cds_XP_002018843.1_9085	lcl|NC_046681.1_cds_XP_001357359.1_13207	lcl|NC_045949.1_cds_XP_002035868.1_2943	lcl|NC_052520.2_cds_XP_002079504.1_3203	lcl|NC_048534.1_cds_XP_034667184.1_18398
OG0004301	lcl|NT_033779.5_cds_NP_609737.1_9464	lcl|NW_020825294.1_cds_XP_002018844.1_9084	lcl|NC_046681.1_cds_XP_001357358.3_13208	lcl|NC_045949.1_cds_XP_002035869.2_2944	lcl|NC_052520.2_cds_XP_002079505.2_3204	lcl|NC_048534.1_cds_XP_034667179.1_18399
OG0004302	lcl|NT_033779.5_cds_NP_523568.2_9466	lcl|NW_020825294.1_cds_XP_002018845.1_9083	lcl|NC_046681.1_cds_XP_001357357.3_13209	lcl|NC_045949.1_cds_XP_002035870.1_2945	lcl|NC_052520.2_cds_XP_002079506.1_3205	lcl|NC_048534.1_cds_XP_034668418.1_18401
OG0004303	lcl|NT_033779.5_cds_NP_523569.3_9467	lcl|NW_020825294.1_cds_XP_026842949.1_9082	lcl|NC_046681.1_cds_XP_001357356.3_13211	lcl|NC_045949.1_cds_XP_032569997.1_2949	lcl|NC_052520.2_cds_XP_039151677.1_3208	lcl|NC_048534.1_cds_XP_034667664.1_18403
OG0004304	lcl|NT_033779.5_cds_NP_523570.3_9471	lcl|NW_020825294.1_cds_XP_002018848.1_9080	lcl|NC_046681.1_cds_XP_001357355.3_13214	lcl|NC_045949.1_cds_XP_002035873.1_2952	lcl|NC_052520.2_cds_XP_002079508.3_3212	lcl|NC_048534.1_cds_XP_034666547.1_18405
OG0004305	lcl|NT_033779.5_cds_NP_524938.1_9473	lcl|NW_020825294.1_cds_XP_002018849.1_9079	lcl|NC_046681.1_cds_XP_001357354.1_13215	lcl|NC_045949.1_cds_XP_002035874.1_2953	lcl|NC_052520.2_cds_XP_002079509.1_3213	lcl|NC_048534.1_cds_XP_034666548.1_18406
OG0004306	lcl|NT_033779.5_cds_NP_476868.1_9474	lcl|NW_020825294.1_cds_XP_002018850.1_9078	lcl|NC_046681.1_cds_XP_002132343.2_13216	lcl|NC_045949.1_cds_XP_002035875.1_2954	lcl|NC_052520.2_cds_XP_002079510.1_3214	lcl|NC_048534.1_cds_XP_034666546.1_18408
OG0004307	lcl|NT_033779.5_cds_NP_523572.1_9483	lcl|NW_020825294.1_cds_XP_002018853.2_9072	lcl|NC_046681.1_cds_XP_001357351.1_13223	lcl|NC_045949.1_cds_XP_002035879.1_2960	lcl|NC_052520.2_cds_XP_016025045.1_3221	lcl|NC_048534.1_cds_XP_034666204.1_18415
OG0004308	lcl|NT_033779.5_cds_NP_609738.1_9494	lcl|NW_020825294.1_cds_XP_002018855.2_9068	lcl|NC_046681.1_cds_XP_015035413.2_13230	lcl|NC_045949.1_cds_XP_032580874.1_2966	lcl|NC_052520.2_cds_XP_039151659.1_3233	lcl|NC_048534.1_cds_XP_034667583.1_18426
OG0004309	lcl|NT_033779.5_cds_NP_476599.1_9499	lcl|NW_020825294.1_cds_XP_002018859.1_9062	lcl|NC_046681.1_cds_XP_001357347.2_13239	lcl|NC_045949.1_cds_XP_002035883.1_2972	lcl|NC_052520.2_cds_XP_016025055.1_3242	lcl|NC_048534.1_cds_XP_034666591.1_18436
OG0004310	lcl|NT_033779.5_cds_NP_609740.4_9503	lcl|NW_020825294.1_cds_XP_026843668.1_9058	lcl|NC_046681.1_cds_XP_033235716.1_13241	lcl|NC_045949.1_cds_XP_032582922.1_2977	lcl|NC_052520.2_cds_XP_016025058.1_3246	lcl|NC_048534.1_cds_XP_034667047.1_18440
OG0004311	lcl|NT_033779.5_cds_NP_609741.3_9508	lcl|NW_020825294.1_cds_XP_026843657.1_9052	lcl|NC_046681.1_cds_XP_001357345.2_13252	lcl|NC_045949.1_cds_XP_032580847.1_2980	lcl|NC_052520.2_cds_XP_016025062.1_3249	lcl|NC_048534.1_cds_XP_034667283.1_18445
OG0004312	lcl|NT_033779.5_cds_NP_609742.1_9510	lcl|NW_020825294.1_cds_XP_026843301.1_9050	lcl|NC_046681.1_cds_XP_033235374.1_13257	lcl|NC_045949.1_cds_XP_002035888.1_2983	lcl|NC_052520.2_cds_XP_002079525.1_3252	lcl|NC_048534.1_cds_XP_034667976.1_18450
OG0004313	lcl|NT_033779.5_cds_NP_609743.1_9513	lcl|NW_020825294.1_cds_XP_026843172.1_9048	lcl|NC_046681.1_cds_XP_001357343.2_13261	lcl|NC_045949.1_cds_XP_002035889.1_2984	lcl|NC_052520.2_cds_XP_002079526.1_3254	lcl|NC_048534.1_cds_XP_034668392.1_18451
OG0004314	lcl|NT_033779.5_cds_NP_609744.2_9515	lcl|NW_020825294.1_cds_XP_002021608.2_9691	lcl|NC_046681.1_cds_XP_001356028.3_12385	lcl|NC_045949.1_cds_XP_002035890.1_2985	lcl|NC_052520.2_cds_XP_016025064.1_3255	lcl|NC_048534.1_cds_XP_034668000.1_20292
OG0004315	lcl|NT_033779.5_cds_NP_723909.2_9528	lcl|NW_020825294.1_cds_XP_026843130.1_9684	lcl|NC_046681.1_cds_XP_001356026.4_12395	lcl|NC_045949.1_cds_XP_032574526.1_2994	lcl|NC_052520.2_cds_XP_016025073.1_3265	lcl|NC_048534.1_cds_XP_034667996.1_20287
OG0004316	lcl|NT_033779.5_cds_NP_609747.1_9529	lcl|NW_020825294.1_cds_XP_002021605.1_9681	lcl|NC_046681.1_cds_XP_001356025.3_12396	lcl|NC_045949.1_cds_XP_002035893.1_2995	lcl|NC_052520.2_cds_XP_002079529.1_3266	lcl|NC_048534.1_cds_XP_034668759.1_20284
OG0004318	lcl|NT_033779.5_cds_NP_723912.1_9533	lcl|NW_020825294.1_cds_XP_002021601.2_9679	lcl|NC_046681.1_cds_XP_001356023.2_12398	lcl|NC_045949.1_cds_XP_002035897.1_2998	lcl|NC_052520.2_cds_XP_016025075.1_3269	lcl|NC_048534.1_cds_XP_034667869.1_20283
OG0004319	lcl|NT_033779.5_cds_NP_609750.1_9535	lcl|NW_020825294.1_cds_XP_002021600.1_9678	lcl|NC_046681.1_cds_XP_001356022.4_12399	lcl|NC_045949.1_cds_XP_002035899.1_2999	lcl|NC_052520.2_cds_XP_002079535.1_3270	lcl|NC_048534.1_cds_XP_034668834.1_20282
OG0004320	lcl|NT_033779.5_cds_NP_523574.4_9536	lcl|NW_020825294.1_cds_XP_002021599.1_9677	lcl|NC_046681.1_cds_XP_001356021.4_12400	lcl|NC_045949.1_cds_XP_032581820.1_3000	lcl|NC_052520.2_cds_XP_002079536.2_3271	lcl|NC_048534.1_cds_XP_034666734.1_20277
OG0004321	lcl|NT_033779.5_cds_NP_476600.1_9537	lcl|NW_020825294.1_cds_XP_002021598.1_9676	lcl|NC_046681.1_cds_XP_001356020.2_12402	lcl|NC_045949.1_cds_XP_032583100.1_3001	lcl|NC_052520.2_cds_XP_002079537.2_3272	lcl|NC_048534.1_cds_XP_034668557.1_20276
OG0004322	lcl|NT_033779.5_cds_NP_609751.1_9538	lcl|NW_020825294.1_cds_XP_002021597.1_9675	lcl|NC_046681.1_cds_XP_001356019.3_12403	lcl|NC_045949.1_cds_XP_002035905.1_3002	lcl|NC_052520.2_cds_XP_002079539.1_3273	lcl|NC_048534.1_cds_XP_034666757.1_20275
OG0004323	lcl|NT_033779.5_cds_NP_476601.1_9540	lcl|NW_020825294.1_cds_XP_002021594.1_9674	lcl|NC_046681.1_cds_XP_001356017.3_12405	lcl|NC_045949.1_cds_XP_032583480.1_3003	lcl|NC_052520.2_cds_XP_002079544.1_3275	lcl|NC_048534.1_cds_XP_034666715.1_20273
OG0004324	lcl|NT_033779.5_cds_NP_609753.1_9541	lcl|NW_020825294.1_cds_XP_002021593.1_9673	lcl|NC_046681.1_cds_XP_033236371.1_12406	lcl|NC_045949.1_cds_XP_002035911.1_3004	lcl|NC_052520.2_cds_XP_016025078.1_3276	lcl|NC_048534.1_cds_XP_034668780.1_20272
OG0004325	lcl|NT_033779.5_cds_NP_476732.1_9543	lcl|NW_020825294.1_cds_XP_002021592.1_9672	lcl|NC_046681.1_cds_XP_001356015.2_12407	lcl|NC_045949.1_cds_XP_002035913.1_3005	lcl|NC_052520.2_cds_XP_002079550.1_3277	lcl|NC_048534.1_cds_XP_034666700.1_20271
OG0004326	lcl|NT_033779.5_cds_NP_476614.1_9546	lcl|NW_020825294.1_cds_XP_026843371.1_9668	lcl|NC_046681.1_cds_XP_001356014.2_12409	lcl|NC_045949.1_cds_XP_002035915.1_3007	lcl|NC_052520.2_cds_XP_002079552.1_3280	lcl|NC_048534.1_cds_XP_034667725.1_20269
OG0004327	lcl|NT_033779.5_cds_NP_609754.2_9549	lcl|NW_020825294.1_cds_XP_002021588.1_9667	lcl|NC_046681.1_cds_XP_001356013.3_12411	lcl|NC_045949.1_cds_XP_002035918.1_3009	lcl|NC_052520.2_cds_XP_016025082.1_3282	lcl|NC_048534.1_cds_XP_034666986.1_20268
OG0004328	lcl|NT_033779.5_cds_NP_523575.1_9551	lcl|NW_020825294.1_cds_XP_002021587.1_9666	lcl|NC_046681.1_cds_XP_001356012.3_12412	lcl|NC_045949.1_cds_XP_032582655.1_3011	lcl|NC_052520.2_cds_XP_016025083.1_3284	lcl|NC_048534.1_cds_XP_034668156.1_20267
OG0004329	lcl|NT_033779.5_cds_NP_609755.1_9553	lcl|NW_020825294.1_cds_XP_002021586.2_9665	lcl|NC_046681.1_cds_XP_001356011.2_12415	lcl|NC_045949.1_cds_XP_002035920.1_3013	lcl|NC_052520.2_cds_XP_002079558.1_3287	lcl|NC_048534.1_cds_XP_034668728.1_20266
OG0004330	lcl|NT_033779.5_cds_NP_609756.1_9555	lcl|NW_020825294.1_cds_XP_002021584.1_9664	lcl|NC_046681.1_cds_XP_001356008.3_12416	lcl|NC_045949.1_cds_XP_002035921.1_3014	lcl|NC_052520.2_cds_XP_002079559.1_3288	lcl|NC_048534.1_cds_XP_034668653.1_20264
OG0004331	lcl|NT_033779.5_cds_NP_609759.1_9559	lcl|NW_020825294.1_cds_XP_002021581.1_9661	lcl|NC_046681.1_cds_XP_033235617.1_12419	lcl|NC_045949.1_cds_XP_002035924.1_3017	lcl|NC_052520.2_cds_XP_002079562.2_3292	lcl|NC_048534.1_cds_XP_034667275.1_20262
OG0004332	lcl|NT_033779.5_cds_NP_723916.1_9560	lcl|NW_020825294.1_cds_XP_002021580.1_9660	lcl|NC_046681.1_cds_XP_002133085.2_12420	lcl|NC_045949.1_cds_XP_002035925.2_3020	lcl|NC_052520.2_cds_XP_016025086.1_3293	lcl|NC_048534.1_cds_XP_034667873.1_20261
OG0004333	lcl|NT_033779.5_cds_NP_609761.1_9562	lcl|NW_020825294.1_cds_XP_002021577.1_9657	lcl|NC_046681.1_cds_XP_001356005.2_12423	lcl|NC_045949.1_cds_XP_002035928.2_3022	lcl|NC_052520.2_cds_XP_002079565.2_3295	lcl|NC_048534.1_cds_XP_034668540.1_20258
